inst,N,K_train,K_test,L_test,epsilon,T,final_time,final_obj,time_1,obj_1,time_2,obj_2,time_3,obj_3,time_4,obj_4,time_5,obj_5,time_6,obj_6,time_7,obj_7,time_8,obj_8,time_9,obj_9,time_10,obj_10,time_11,obj_11,time_12,obj_12,time_13,obj_13,time_14,obj_14,time_15,obj_15,time_16,obj_16,time_17,obj_17,time_18,obj_18,time_19,obj_19,time_20,obj_20
92,20,2,6,-1,5,2,1800.0908243656158,4.198142129196092,4.508235454559326,4.398084562460517,11.85014533996582,4.398084562460517,21.89427137374878,4.371568144413593,25.44420838356018,4.357637224838758,31.039844751358032,4.356825350189922,35.99750638008118,4.30848521939802,69.53553676605225,4.291870130201948,121.12388610839844,4.282771853743963,171.8721272945404,4.257838002243069,215.8626470565796,4.251623920039815,453.56544041633606,4.2441398782546225,546.197351694107,4.229405520797655,1435.9083805084229,4.221563506900028,1515.2077593803406,4.198142129196092,,,,,,,,,,,,
93,20,2,6,-1,5,2,1800.3162803649902,4.362207758819264,3.0231053829193115,4.554690218872742,3.9977893829345703,4.426428452522365,3.997884511947632,4.426428452522365,29.78169059753418,4.379008485696869,59.41843032836914,4.36665516564965,68.78924202919006,4.366433340763651,338.25162053108215,4.36600628503676,345.81824684143066,4.364668577737352,439.1558458805084,4.364650044094815,658.1181545257568,4.36383626897442,898.5036749839783,4.362207758819264,,,,,,,,,,,,,,,,,,
94,20,2,6,-1,5,2,1800.0488312244415,4.178632159524943,2.7198925018310547,4.329452071706104,3.9769704341888428,4.3014738496443705,3.9770638942718506,4.3014738496443705,6.178480863571167,4.205305598604075,8.022297620773315,4.187714300252771,48.50023698806763,4.178632159524943,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,20,2,6,-1,5,2,1800.3379459381104,4.044524859390176,2.6889543533325195,4.1460268461725835,11.640357255935669,4.1460268461725835,19.358860731124878,4.076090414819151,77.1280882358551,4.070243325640299,531.0987088680267,4.068076880836579,635.5697672367096,4.065315099261207,1097.7392909526825,4.049599521658288,1609.146492242813,4.045633755837912,1765.1491491794586,4.044524859390176,,,,,,,,,,,,,,,,,,,,,,
96,20,2,6,-1,5,2,1800.1402461528778,4.123222200167142,3.7102131843566895,4.3142630408026434,6.756059646606445,4.3142630408026434,13.197088956832886,4.199449143153567,25.10760188102722,4.198918549401237,38.267529010772705,4.151077149181299,188.963613986969,4.147497218295231,214.48613142967224,4.147179889290353,285.8085923194885,4.139121583223351,708.3405742645264,4.1301462969686815,1293.4004907608032,4.123222200167142,,,,,,,,,,,,,,,,,,,,
97,20,2,6,-1,5,2,1800.1763014793396,4.043082617815164,10.866567373275757,4.372007839937757,23.58933138847351,4.323515187583838,23.589429140090942,4.323515187583838,30.648383140563965,4.316469201991609,33.910106897354126,4.235379010612648,44.660409688949585,4.198762089095324,53.19125199317932,4.167885323638208,67.83787703514099,4.165464511137621,69.69667959213257,4.147605268206676,79.09778666496277,4.116904333815521,136.4479808807373,4.104467178808747,148.55126547813416,4.102985179895915,150.97934365272522,4.078864407263262,293.6327085494995,4.072444169905166,978.6832296848297,4.043082617815164,,,,,,,,,,
98,20,2,6,-1,5,2,1800.0601246356964,4.130951568230585,8.309265613555908,4.292853146788209,19.982426166534424,4.292853146788209,32.092753171920776,4.252502584932754,33.290969371795654,4.235671595183502,125.24473762512207,4.207698566341618,187.24083995819092,4.206824792913354,292.85396432876587,4.153997480346194,312.9277009963989,4.1500276313958295,1238.993851184845,4.130951568230585,,,,,,,,,,,,,,,,,,,,,,
99,20,2,6,-1,5,2,1800.016297340393,4.547065370229672,2.88885235786438,4.580321292031956,4.649876356124878,4.580321292031956,57.03257894515991,4.568086543523429,111.6046495437622,4.567564193881552,469.56400084495544,4.547065370229672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,20,2,6,-1,5,2,1800.1875171661377,4.131526878205862,12.408200025558472,4.2427252291010555,20.282105684280396,4.160684995668645,20.28219771385193,4.160684995668645,133.46065855026245,4.147022043758041,181.3751187324524,4.146476986567849,191.82469367980957,4.145617800398387,348.33889150619507,4.141484814635348,442.87457513809204,4.137432111923883,693.8000783920288,4.133715591202522,1088.0773303508759,4.131526878205862,,,,,,,,,,,,,,,,,,,,
1,20,3,2,-1,5,2,1046.3679876327515,4.80687707053785,2.3610072135925293,4.934256690244224,3.862814426422119,4.855764195658796,3.8629143238067627,4.855764195658796,16.487438917160034,4.80687707053785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20,3,2,-1,5,2,1800.059551000595,4.747996884813972,4.69090723991394,4.747997321757177,11.887568235397339,4.747997321757177,178.20732736587524,4.74799704109454,435.5187439918518,4.747996884813972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,20,3,2,-1,5,2,1800.0795783996582,4.707017749802626,6.1920740604400635,4.7127056740780855,14.02437424659729,4.7127056740780855,403.46557450294495,4.709978435695319,814.0043308734894,4.70905356244721,1233.7922279834747,4.707017749802626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,20,3,2,-1,5,2,1800.1682298183441,4.878702971761221,11.019881963729858,4.911673941477956,28.792658805847168,4.911673941477956,195.0071132183075,4.899665886817047,1409.2357132434845,4.878702971761221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,20,3,2,-1,5,2,1800.0196793079376,4.741703570607553,2.1283535957336426,4.74170417658593,6.677612066268921,4.74170417658593,24.610631704330444,4.741703815535417,45.527106523513794,4.741703724565533,643.1503579616547,4.741703570607553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,20,3,2,-1,5,2,1800.0044667720795,4.59874816208351,5.9865453243255615,4.59875006941035,13.638054132461548,4.59875006941035,366.27570629119873,4.598749744914124,666.884072303772,4.598749255453904,1293.1672427654266,4.59874816208351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,20,3,2,-1,5,2,1800.0756046772003,4.726795643109483,3.2182977199554443,4.759081250830031,7.138135671615601,4.759081250830031,29.575557470321655,4.738363595613202,32.81404495239258,4.726795643109483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,3,2,-1,5,2,1800.1112034320831,4.5087435337516375,10.307262897491455,4.631609344603223,16.81146502494812,4.628284704349045,16.81155514717102,4.628284704349045,64.45056748390198,4.512395900014819,388.1225106716156,4.5123956793831175,495.33736395835876,4.5087435337516375,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,20,3,2,-1,5,2,1800.2641484737396,4.622158104530121,24.754664659500122,4.794130135633036,48.953880071640015,4.794130135633036,70.66402196884155,4.634034280704397,1437.6205470561981,4.622158104530121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,3,2,-1,5,2,1800.0699467658997,4.641283439242555,3.4545676708221436,4.641283913559535,7.764184474945068,4.641283913559535,267.90868163108826,4.641283828921932,316.48806834220886,4.641283591798688,691.8084650039673,4.641283546157612,915.9401669502258,4.641283439242555,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,20,3,2,-1,5,2,1800.216284751892,4.756883789312064,3.4199845790863037,4.756884232536663,7.5304083824157715,4.756884232536663,858.9386587142944,4.756883957336495,959.8009419441223,4.756883789312064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,20,3,2,-1,5,2,1800.0679593086243,5.100952752913913,14.813043594360352,5.298823885302601,34.921786308288574,5.298823885302601,44.59515571594238,5.233080988023737,62.38936972618103,5.129445313763753,118.48107933998108,5.100977725476976,745.5773305892944,5.100952752913913,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,20,3,2,-1,5,2,1800.118772983551,4.505543437290349,11.713545322418213,4.5843597038902155,17.07936429977417,4.577922840740087,17.079453706741333,4.577922840740087,28.537717580795288,4.548335116217813,245.48112678527832,4.515396432732601,374.6788682937622,4.5069022341245155,783.9940500259399,4.505543437290349,,,,,,,,,,,,,,,,,,,,,,,,,,
14,20,3,2,-1,5,2,1800.1577892303467,4.661107006462778,14.015425205230713,4.661107351823703,20.727120399475098,4.661107351823703,124.61954164505005,4.6611071624667035,332.4977159500122,4.661107066446135,1340.6951854228973,4.661107006462778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,20,3,2,-1,5,2,1800.1254165172577,4.429297318678275,10.56261682510376,4.5046771472827976,30.06364870071411,4.45129134591664,30.063737392425537,4.45129134591664,56.10669779777527,4.429297318678275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,20,3,2,-1,5,2,1800.3198804855347,4.643986600379907,5.204205751419067,4.790512634006841,17.518951654434204,4.790512634006841,157.1948254108429,4.646052298182264,1321.3407726287842,4.643986600379907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,20,3,2,-1,5,2,1800.0982780456543,4.606309228584877,1.7033741474151611,4.634397999309866,4.859519720077515,4.634397999309866,14.979688882827759,4.629415862499471,81.50651860237122,4.606309228584877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,20,3,2,-1,5,2,1800.1843991279602,4.675255945878515,5.551565885543823,4.675256662821864,9.843414783477783,4.675256662821864,88.08170485496521,4.6752564201339455,127.62011456489563,4.6752562860935605,611.8260972499847,4.675255945878515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,20,3,2,-1,5,2,1800.1224858760834,4.663540119409866,4.326529264450073,4.6636218588797504,9.876647710800171,4.6636218588797504,337.70038962364197,4.663621425750543,1125.3239526748657,4.663540119409866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20,3,2,-1,5,2,117.86454057693481,4.493932322901557,0.3673858642578125,4.4939325130256655,1.376462459564209,4.4939325130256655,83.85633993148804,4.493932322901557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,20,3,2,-1,5,2,1800.3031024932861,4.706329360269655,9.64000415802002,4.724722390543215,14.884482383728027,4.724722390543215,30.245333433151245,4.724721908777873,45.48394799232483,4.720819754325406,1097.9088652133942,4.720819271987982,1121.676594734192,4.706329360269655,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,20,3,2,-1,5,2,1800.6838793754578,4.466022241479262,29.70441222190857,4.562131070871336,56.408559799194336,4.562131070871336,66.64456129074097,4.534390940861189,155.33367943763733,4.502033607623013,170.85083627700806,4.476707636760554,196.9125258922577,4.466432582155758,449.30836939811707,4.466022241479262,,,,,,,,,,,,,,,,,,,,,,,,,,
23,20,3,2,-1,5,2,1800.077283859253,4.556513960501127,8.43170976638794,4.598335176229359,11.518274545669556,4.598335176229359,26.768213748931885,4.578143275390245,73.50905179977417,4.556513960501127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,20,3,2,-1,5,2,1800.0889160633087,4.4462924690692365,20.00732707977295,4.508811957376706,29.068559408187866,4.508811957376706,37.49713706970215,4.497610262394108,57.21119260787964,4.482648603607358,93.0676999092102,4.462546778951484,577.4716680049896,4.4571554397784325,753.2409944534302,4.44904656977763,1033.575884103775,4.4462924690692365,,,,,,,,,,,,,,,,,,,,,,,,
25,20,3,2,-1,5,2,1800.1375906467438,4.5394553749667,2.0711565017700195,4.539455975274212,3.6179306507110596,4.539455975274212,120.31370902061462,4.539455556129035,205.27733850479126,4.539455442938111,1342.653656721115,4.5394553749667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,20,3,2,-1,5,2,1800.2184100151062,4.636126382494066,8.991256952285767,4.774726606805228,17.14411759376526,4.774726606805228,38.08484172821045,4.746651067192709,85.54752087593079,4.719153902517823,105.78910303115845,4.652255641625853,323.62687587738037,4.636126382494066,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,20,3,2,-1,5,2,1800.1104094982147,4.427992136527798,3.71134877204895,4.427992457360049,6.679576635360718,4.427992457360049,361.66523003578186,4.4279922211405625,1282.7828078269958,4.427992202826264,1751.112871646881,4.427992136527798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,20,3,2,-1,5,2,1800.601390361786,4.846395126256509,10.127068042755127,4.846395604039259,19.74620270729065,4.846395604039259,351.3702304363251,4.846395575790703,689.0323770046234,4.846395126256509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,20,3,2,-1,5,2,1800.0764627456665,4.856671050983493,6.784245491027832,4.961649134535201,13.796904802322388,4.943431818480678,13.796999216079712,4.943431818480678,20.54839253425598,4.938642570248089,193.87667202949524,4.930543857443617,727.2299556732178,4.856671050983493,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,20,3,2,-1,5,2,1800.0959122180939,4.657085329914508,4.192273139953613,4.726617728356823,12.16752028465271,4.726617728356823,17.159687042236328,4.690610094429239,37.97491931915283,4.657085329914508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,20,3,2,-1,5,2,1800.073581457138,4.597672396964427,13.78072476387024,4.693178604243315,20.70705509185791,4.6701495214275575,20.707143783569336,4.6701495214275575,81.99023532867432,4.625877589388792,168.3920862674713,4.6210027147886645,862.596209526062,4.597672396964427,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,20,3,2,-1,5,2,1800.5608174800873,4.7715601888912165,3.5936079025268555,4.8487880530915035,7.656339406967163,4.797684752674619,7.656427621841431,4.797684752674619,24.004109144210815,4.774161348883134,1051.8300478458405,4.7715601888912165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,20,3,2,-1,5,2,1800.4226772785187,4.659731615597763,2.246539354324341,4.659732118738165,6.73572850227356,4.659732118738165,63.26622653007507,4.659731958851769,200.00077962875366,4.6597317670301,1160.5933830738068,4.659731615597763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,20,3,2,-1,5,2,1800.4349496364594,4.466284138753859,6.432219982147217,4.466284583138765,14.311235427856445,4.466284583138765,271.885222196579,4.466284286136593,1127.2162277698517,4.466284138753859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,20,3,2,-1,5,2,1800.3727979660034,4.694232018914139,3.4243853092193604,4.694232018914139,5.938575983047485,4.694232018914139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,20,3,2,-1,5,2,1800.332358121872,4.512990285493939,20.971906423568726,4.53815658357444,35.77847337722778,4.53815658357444,216.25690150260925,4.527076293341029,807.4729421138763,4.525681566963613,996.0927364826202,4.512990285493939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,20,3,2,-1,5,2,1800.1590325832367,4.4158974803433235,4.772478342056274,4.4158978313689445,8.421680927276611,4.4158978313689445,237.44039463996887,4.415897610203002,1077.14737200737,4.4158975897226505,1128.3562996387482,4.4158974803433235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
