inst,N,gamma,c,K,final_time,final_obj,time_1,obj_1,time_2,obj_2,time_3,obj_3,time_4,obj_4,time_5,obj_5,time_6,obj_6,time_7,obj_7,time_8,obj_8,time_9,obj_9,time_10,obj_10,time_11,obj_11,time_12,obj_12
12,100,15.0,5.0,4,0.35228538513183594,2109.804445034802,0.35224056243896484,2109.804445034802,,,,,,,,,,,,,,,,,,,,,,
13,100,15.0,5.0,4,1800.2754700183868,2379.551212986532,2.236006021499634,2379.3988750502585,36.72585082054138,2379.5512128397268,1079.6467356681824,2379.551212986532,,,,,,,,,,,,,,,,,,
14,100,15.0,5.0,4,1800.6027972698212,1945.2905152334092,5.651485204696655,1942.221123539795,8.644447088241577,1942.3150048319858,13.802566289901733,1943.3572341186039,17.522298097610474,1944.1931938316666,44.89007115364075,1944.562461025228,79.29076623916626,1944.8233816261015,84.77461242675781,1944.8402289798262,99.02512741088867,1945.290515038784,873.5141668319702,1945.2905152334092,,,,,,
15,100,15.0,5.0,4,1800.2552337646484,2121.10325132933,4.109490156173706,2118.4540712400635,9.769277572631836,2118.801661266099,20.580235719680786,2119.232346644737,37.50165629386902,2120.8472754116424,46.06081509590149,2121.10325132933,,,,,,,,,,,,,,
16,100,15.0,5.0,4,1800.2557072639465,1623.9274478903494,30.447869777679443,1620.636689939899,63.141390562057495,1621.6909960428725,66.34356427192688,1622.372752212258,108.19490790367126,1622.6121177101752,133.94090676307678,1622.9675589072863,195.6253159046173,1623.9274478903494,,,,,,,,,,,,
1,100,35.0,5.0,4,24.45519995689392,1912.8197082366567,1.7318065166473389,1912.8197082366567,,,,,,,,,,,,,,,,,,,,,,
2,100,35.0,5.0,4,94.05297327041626,2084.7875174549868,3.0557284355163574,2084.7875172464082,65.4151861667633,2084.7875174549868,,,,,,,,,,,,,,,,,,,,
3,100,35.0,5.0,4,1800.3552417755127,1846.7891814097343,2.2271008491516113,1846.7891812249588,24.606748819351196,1846.7891814097343,,,,,,,,,,,,,,,,,,,,
4,100,35.0,5.0,4,1800.4500620365143,1879.644151749127,4.510318040847778,1879.6441493818593,78.48506784439087,1879.64414956992,1721.099579334259,1879.644151749127,,,,,,,,,,,,,,,,,,
5,100,35.0,5.0,4,131.87802743911743,1742.0670379637208,1.711005449295044,1742.0670379637208,,,,,,,,,,,,,,,,,,,,,,
6,100,35.0,5.0,4,1800.2369632720947,2112.4864129427647,3.562016487121582,2112.40510437534,7.719565391540527,2112.4864109590703,69.48759889602661,2112.4864111704187,594.7772867679596,2112.4864129427647,,,,,,,,,,,,,,,,
7,100,35.0,5.0,4,1800.1620230674744,2260.122171289078,2.703752279281616,2260.122171062965,7.268935441970825,2260.122171289078,,,,,,,,,,,,,,,,,,,,
8,100,35.0,5.0,4,244.8463077545166,2122.988353301786,1.0928468704223633,2122.988353089387,55.66285514831543,2122.988353301786,,,,,,,,,,,,,,,,,,,,
9,100,35.0,5.0,4,1800.3120555877686,1788.2085321393106,4.603692293167114,1788.2085319603893,188.33401894569397,1788.2085321393106,,,,,,,,,,,,,,,,,,,,
10,100,35.0,5.0,4,1101.607167005539,1833.943030308365,1.773756980895996,1833.943030124871,245.50860929489136,1833.943030308365,,,,,,,,,,,,,,,,,,,,
11,100,35.0,5.0,4,1800.2571737766266,1848.3221969380015,6.250690698623657,1848.3221933067243,442.1393790245056,1848.3221934916562,714.9771239757538,1848.3221969380015,,,,,,,,,,,,,,,,,,
12,100,35.0,5.0,4,0.22754907608032227,2079.1606150431135,0.2274765968322754,2079.1606150431135,,,,,,,,,,,,,,,,,,,,,,
13,100,35.0,5.0,4,322.2121844291687,2323.994528020937,0.7203760147094727,2323.994524456728,30.76639175415039,2323.9945246892294,167.3142352104187,2323.994528020937,,,,,,,,,,,,,,,,,,
14,100,35.0,5.0,4,1800.1724507808685,1916.2996090226698,3.9504709243774414,1916.2996046428245,466.76803040504456,1916.2996048345542,924.3057339191437,1916.2996090226698,,,,,,,,,,,,,,,,,,
15,100,35.0,5.0,4,218.95991969108582,2092.093026860689,0.8280212879180908,2092.0930266513806,75.58509945869446,2092.093026860689,,,,,,,,,,,,,,,,,,,,
16,100,35.0,5.0,4,1800.1598207950592,1614.9320261494488,5.886685609817505,1614.9320259878568,99.24107527732849,1614.9320261494488,,,,,,,,,,,,,,,,,,,,
1,100,50.0,5.0,4,28.11238408088684,1912.8197082366567,1.5844402313232422,1912.8197082366567,,,,,,,,,,,,,,,,,,,,,,
2,100,50.0,5.0,4,85.12441921234131,2084.7875174549868,2.864885091781616,2084.7875172464082,71.70193529129028,2084.7875173160414,81.75983929634094,2084.7875174549868,,,,,,,,,,,,,,,,,,
3,100,50.0,5.0,4,1800.0708539485931,1846.7892200053318,2.873741388320923,1846.7891812249559,27.547903060913086,1846.7891814097354,401.6992139816284,1846.7892200053318,,,,,,,,,,,,,,,,,,
4,100,50.0,5.0,4,1800.370475769043,1879.644151749127,3.149336576461792,1879.64414956992,400.4755482673645,1879.644151749127,,,,,,,,,,,,,,,,,,,,
5,100,50.0,5.0,4,142.58023357391357,1742.0670379637208,1.5215437412261963,1742.0670379637208,,,,,,,,,,,,,,,,,,,,,,
6,100,50.0,5.0,4,1800.3187294006348,2112.4864129427647,3.59061861038208,2112.40510437534,6.181657314300537,2112.4864109590703,326.6088156700134,2112.4864111704187,400.3248791694641,2112.4864129427647,,,,,,,,,,,,,,,,
7,100,50.0,5.0,4,1800.144536972046,2260.1222273088306,2.3494629859924316,2260.122171062965,1460.5026514530182,2260.1221712890774,1740.2171921730042,2260.1222273088306,,,,,,,,,,,,,,,,,,
8,100,50.0,5.0,4,225.28613543510437,2122.988353301786,1.3887288570404053,2122.988353089387,87.61971092224121,2122.988353301786,,,,,,,,,,,,,,,,,,,,
9,100,50.0,5.0,4,1800.1064751148224,1788.2085386394963,4.742307424545288,1788.2085319603893,26.802563667297363,1788.2085321393101,39.07101607322693,1788.2085325309636,442.4963812828064,1788.2085386394963,,,,,,,,,,,,,,,,
10,100,50.0,5.0,4,1072.2677137851715,1833.9430303083652,1.4918911457061768,1833.943030124871,281.1597013473511,1833.9430303083652,,,,,,,,,,,,,,,,,,,,
11,100,50.0,5.0,4,1800.198548078537,1848.3221954602209,5.776593208312988,1848.3221933067248,89.38578057289124,1848.322193491657,353.81440258026123,1848.3221954602209,,,,,,,,,,,,,,,,,,
12,100,50.0,5.0,4,0.14843010902404785,2079.1606150431135,0.14838624000549316,2079.1606150431135,,,,,,,,,,,,,,,,,,,,,,
13,100,50.0,5.0,4,306.7623097896576,2323.994528020937,0.9825119972229004,2323.994524456728,18.06126594543457,2323.994524689228,226.58966946601868,2323.994528020937,,,,,,,,,,,,,,,,,,
14,100,50.0,5.0,4,1800.0530791282654,1916.2996121226222,3.8471996784210205,1916.2996046428245,216.74290013313293,1916.2996048345547,351.76432037353516,1916.2996052443414,1452.9905800819397,1916.2996121226222,,,,,,,,,,,,,,,,
15,100,50.0,5.0,4,248.5019645690918,2092.093026860689,0.9157528877258301,2092.0930266513806,79.47546744346619,2092.093026860689,,,,,,,,,,,,,,,,,,,,
16,100,50.0,5.0,4,1800.1806716918945,1614.9320275635964,8.012779712677002,1614.9320259878564,86.01145267486572,1614.932026149449,594.158139705658,1614.9320275635964,,,,,,,,,,,,,,,,,,
1,100,5.0,15.0,4,1800.1517119407654,3830.4614309763188,3.1128668785095215,3830.3322976323075,4.8182008266448975,3830.390464079663,5.795095682144165,3830.4614305931827,1021.3434371948242,3830.4614309763188,,,,,,,,,,,,,,,,
2,100,5.0,15.0,4,0.25467634201049805,4719.873597811234,0.25463247299194336,4719.873597811234,,,,,,,,,,,,,,,,,,,,,,
3,100,5.0,15.0,4,865.2627375125885,3885.4908479703586,2.1895692348480225,3885.191422623586,3.453803300857544,3885.490847581722,383.19036316871643,3885.4908479703586,,,,,,,,,,,,,,,,,,
4,100,5.0,15.0,4,4.793802261352539,4163.775938593537,1.6831531524658203,4163.775938177068,4.184855937957764,4163.775938593537,,,,,,,,,,,,,,,,,,,,
5,100,5.0,15.0,4,0.15645909309387207,3978.5434527572347,0.1564168930053711,3978.5434527572347,,,,,,,,,,,,,,,,,,,,,,
6,100,5.0,15.0,4,0.21004390716552734,4485.65973425104,0.20999693870544434,4485.65973425104,,,,,,,,,,,,,,,,,,,,,,
7,100,5.0,15.0,4,0.496837854385376,4571.029709334455,0.4967954158782959,4571.029709334455,,,,,,,,,,,,,,,,,,,,,,
8,100,5.0,15.0,4,5.170990943908691,4606.468517482342,2.092141628265381,4606.468517482342,,,,,,,,,,,,,,,,,,,,,,
9,100,5.0,15.0,4,4.319767475128174,4163.639048560612,1.6666061878204346,4163.639048560612,,,,,,,,,,,,,,,,,,,,,,
10,100,5.0,15.0,4,0.9008913040161133,4078.5766842801836,0.9008479118347168,4078.5766842801836,,,,,,,,,,,,,,,,,,,,,,
11,100,5.0,15.0,4,1800.0275173187256,3995.5260543206905,3.820570468902588,3994.502248773455,5.3123674392700195,3995.3836031602486,5.880333423614502,3995.40519478941,13.383970975875854,3995.4574177857685,15.500534534454346,3995.5260543206905,,,,,,,,,,,,,,
12,100,5.0,15.0,4,0.8942067623138428,4285.236046316497,0.8940873146057129,4285.236046316497,,,,,,,,,,,,,,,,,,,,,,
13,100,5.0,15.0,4,1.9072904586791992,4687.669979974068,1.120466709136963,4687.669979974068,,,,,,,,,,,,,,,,,,,,,,
14,100,5.0,15.0,4,2.0507054328918457,4187.242214006636,1.1294634342193604,4187.242214006636,,,,,,,,,,,,,,,,,,,,,,
15,100,5.0,15.0,4,5.0801615715026855,4304.074114198305,1.8033809661865234,4304.074114198305,,,,,,,,,,,,,,,,,,,,,,
16,100,5.0,15.0,4,0.711907148361206,3967.495233154056,0.711862325668335,3967.495233154056,,,,,,,,,,,,,,,,,,,,,,
1,100,15.0,15.0,4,1800.5468106269836,3699.264633721833,15.538697004318237,3696.9539167779394,32.2281231880188,3697.434974107418,47.827213764190674,3698.013854131685,110.26305842399597,3698.393225326693,123.40797424316406,3698.5310728773097,153.0306360721588,3698.7048279221835,253.6082639694214,3698.949600175113,386.1620235443115,3698.957461510884,914.5249094963074,3698.9863446439263,1008.356282711029,3699.264633721833,,,,
2,100,15.0,15.0,4,0.9411828517913818,4580.92754308904,0.5554149150848389,4580.816037047858,0.8348665237426758,4580.92754308904,,,,,,,,,,,,,,,,,,,,
3,100,15.0,15.0,4,1800.555768251419,3752.1668498729,7.426312446594238,3751.6506986617887,15.273337841033936,3752.06235175771,43.97853422164917,3752.1668498729,,,,,,,,,,,,,,,,,,
4,100,15.0,15.0,4,1800.1243455410004,4025.802553954132,4.479254722595215,4025.80255355144,228.88296818733215,4025.802553954132,,,,,,,,,,,,,,,,,,,,
5,100,15.0,15.0,4,67.71981930732727,3842.400090333215,1.992656946182251,3842.21327548421,3.401890993118286,3842.4000899488756,4.538740158081055,3842.400090333215,,,,,,,,,,,,,,,,,,
6,100,15.0,15.0,4,0.24077677726745605,4349.123882065656,0.24073338508605957,4349.123882065656,,,,,,,,,,,,,,,,,,,,,,
7,100,15.0,15.0,4,0.49705934524536133,4430.270995789251,0.49701428413391113,4430.270995789251,,,,,,,,,,,,,,,,,,,,,,
8,100,15.0,15.0,4,9.02587080001831,4469.453782297267,3.1074490547180176,4469.453782297267,,,,,,,,,,,,,,,,,,,,,,
9,100,15.0,15.0,4,844.5673763751984,4030.840951231639,2.4351234436035156,4030.8144243213787,6.571048021316528,4030.84091536035,15.418056964874268,4030.840951231639,,,,,,,,,,,,,,,,,,
10,100,15.0,15.0,4,1800.098228931427,3945.78600559214,5.6332292556762695,3945.146455773327,8.434947490692139,3945.223500599977,15.444758653640747,3945.6873260454877,53.963724851608276,3945.7204293124973,185.33519172668457,3945.74966544647,229.82025980949402,3945.78600559214,,,,,,,,,,,,
11,100,15.0,15.0,4,1800.1030769348145,3861.6163869410007,15.870914697647095,3859.16698633109,19.940144062042236,3859.4638623661735,42.364922523498535,3860.7326324238757,206.12201499938965,3861.0830394955037,271.9952030181885,3861.257430777045,1112.744615316391,3861.6163869410007,,,,,,,,,,,,
12,100,15.0,15.0,4,0.853926420211792,4146.31229244974,0.8538801670074463,4146.31229244974,,,,,,,,,,,,,,,,,,,,,,
13,100,15.0,15.0,4,1707.9782047271729,4548.946669297624,1.9740564823150635,4548.94666884263,31.91526222229004,4548.946669297624,,,,,,,,,,,,,,,,,,,,
14,100,15.0,15.0,4,40.439677715301514,4054.5168591688075,2.69710111618042,4054.5168591688075,,,,,,,,,,,,,,,,,,,,,,
15,100,15.0,15.0,4,295.21196961402893,4163.162072299172,5.314369440078735,4162.981713811284,7.725115537643433,4163.119399772199,15.576425313949585,4163.154848693768,101.92270159721375,4163.162072299172,,,,,,,,,,,,,,,,
16,100,15.0,15.0,4,1800.536324262619,3828.6271382851637,3.2588605880737305,3828.364514941709,7.30075478553772,3828.6271382851637,,,,,,,,,,,,,,,,,,,,
1,100,35.0,15.0,4,1801.726478099823,3515.597001548993,66.31603741645813,3512.867810597358,130.94323182106018,3513.609761624229,161.39825892448425,3513.6893178102637,176.98262786865234,3514.351712651099,199.01830625534058,3514.8374268632747,342.8530125617981,3514.885832927909,966.4151504039764,3515.597001548993,,,,,,,,,,
2,100,35.0,15.0,4,14.521533012390137,4347.472715238066,1.4426286220550537,4347.472715238066,,,,,,,,,,,,,,,,,,,,,,
3,100,35.0,15.0,4,1800.1962733268738,3562.3427786917096,12.104634046554565,3562.3423441462996,42.52086877822876,3562.3427786917096,,,,,,,,,,,,,,,,,,,,
4,100,35.0,15.0,4,1801.5107939243317,3816.249552084613,30.49295711517334,3813.130370948984,55.28402614593506,3813.7252131915607,104.7573721408844,3814.234253125817,145.72955513000488,3814.4094919914473,260.6028027534485,3814.411454461621,267.3812770843506,3814.61858534252,388.6360297203064,3816.249552084613,,,,,,,,,,
5,100,35.0,15.0,4,1801.734873533249,3650.2118865195293,22.338210821151733,3647.2161201388167,67.01148200035095,3649.9156663493845,483.09082770347595,3650.051246961931,1245.3203282356262,3650.2118865195293,,,,,,,,,,,,,,,,
6,100,35.0,15.0,4,0.13306951522827148,4112.6026928577485,0.13300824165344238,4112.6026928577485,,,,,,,,,,,,,,,,,,,,,,
7,100,35.0,15.0,4,66.88323450088501,4194.973298712972,4.218343734741211,4194.973298712972,,,,,,,,,,,,,,,,,,,,,,
8,100,35.0,15.0,4,1801.1881046295166,4243.429330390878,21.56759762763977,4242.110082660415,25.18778395652771,4242.351458811563,279.7388005256653,4242.9179996637395,457.754807472229,4242.944704936766,750.3940875530243,4243.429330390878,,,,,,,,,,,,,,
9,100,35.0,15.0,4,1801.6901755332947,3820.1425516879267,15.298190116882324,3816.5479871343196,32.4303195476532,3817.6650432654774,44.147963523864746,3818.7222050494156,88.60484290122986,3819.344242004307,148.06429243087769,3820.081151420867,508.3004426956177,3820.1425516879267,,,,,,,,,,,,
10,100,35.0,15.0,4,1801.775042295456,3742.633157650781,54.30282163619995,3741.3730364540415,214.1773920059204,3741.6818463539826,338.9971568584442,3742.159078704025,769.7398614883423,3742.425287812332,1322.7079949378967,3742.633157650781,,,,,,,,,,,,,,
11,100,35.0,15.0,4,1801.086816072464,3667.5122258978304,91.54474663734436,3664.4411420113734,171.19212198257446,3665.267173219692,230.78915929794312,3665.984765056339,270.8478901386261,3666.2040700613056,780.743810415268,3666.529165050737,791.0784575939178,3667.3216366919323,1500.8344340324402,3667.5122258978304,,,,,,,,,,
12,100,35.0,15.0,4,1801.226987361908,3930.2281931619164,7.681648015975952,3926.281704786239,26.737147569656372,3926.2990653402503,29.330348253250122,3928.2293687525657,30.918867588043213,3930.2173722824064,71.60942435264587,3930.218029478349,78.23615503311157,3930.225966072941,227.95250058174133,3930.2261494119625,252.44147729873657,3930.2281931619164,,,,,,,,
13,100,35.0,15.0,4,1800.1325027942657,4311.602839855784,6.913117170333862,4311.602839855784,,,,,,,,,,,,,,,,,,,,,,
14,100,35.0,15.0,4,1801.9081029891968,3845.0219174318645,6.321483850479126,3845.0219174318645,,,,,,,,,,,,,,,,,,,,,,
15,100,35.0,15.0,4,1800.0283734798431,3944.458031378943,16.019938707351685,3942.30250664517,42.26996898651123,3942.7926538493275,87.58925938606262,3943.788937575414,447.9092962741852,3943.9319114587543,476.2929549217224,3944.0515527891666,506.44727969169617,3944.1776749517376,721.9030992984772,3944.458031378943,,,,,,,,,,
16,100,35.0,15.0,4,1800.7182438373566,3637.567603703888,17.43885064125061,3637.567603703888,,,,,,,,,,,,,,,,,,,,,,
1,100,50.0,15.0,4,1800.6854071617126,3512.8678114003415,3.166715145111084,3512.867810948746,1062.4722800254822,3512.8678110744077,1447.429268360138,3512.8678114003415,,,,,,,,,,,,,,,,,,
2,100,50.0,15.0,4,2.944767475128174,4313.946720039625,0.47696924209594727,4313.946720039625,,,,,,,,,,,,,,,,,,,,,,
3,100,50.0,15.0,4,1800.933355808258,3562.3423445026356,4.2808263301849365,3562.3423441462996,32.1101336479187,3562.3423445026356,,,,,,,,,,,,,,,,,,,,
4,100,50.0,15.0,4,1800.9562470912933,3813.130371330399,3.0588512420654297,3813.130370948983,7.213559150695801,3813.130371330399,,,,,,,,,,,,,,,,,,,,
5,100,50.0,15.0,4,1800.471883058548,3646.8390480196085,11.68113088607788,3646.8390452577983,564.2377638816833,3646.839046799436,1421.4674499034882,3646.8390480196085,,,,,,,,,,,,,,,,,,
6,100,50.0,15.0,4,0.2026050090789795,4102.400260898591,0.2025606632232666,4102.400260898591,,,,,,,,,,,,,,,,,,,,,,
7,100,50.0,15.0,4,7.16375994682312,4180.834566457797,2.0040318965911865,4180.834566039613,3.85587739944458,4180.834566457797,,,,,,,,,,,,,,,,,,,,
8,100,50.0,15.0,4,1800.679758310318,4211.688330525566,3.4576454162597656,4211.688330525566,,,,,,,,,,,,,,,,,,,,,,
9,100,50.0,15.0,4,1376.321569442749,3812.1817307258793,1.9002032279968262,3812.181719037821,82.27639603614807,3812.1817194191517,342.3482141494751,3812.1817249949972,944.6380302906036,3812.181726899246,1075.1719043254852,3812.1817307258793,,,,,,,,,,,,,,
10,100,50.0,15.0,4,1800.6769063472748,3735.9722730108065,4.367465257644653,3735.972272637105,504.55244541168213,3735.9722730108065,,,,,,,,,,,,,,,,,,,,
11,100,50.0,15.0,4,1800.8997678756714,3661.4224850608643,3.6103992462158203,3661.421607540403,66.44252038002014,3661.422464292547,204.66325545310974,3661.4224717987236,1726.0043573379517,3661.4224850608643,,,,,,,,,,,,,,,,
12,100,50.0,15.0,4,1800.1627223491669,3923.136189702692,4.137094259262085,3923.136189310278,1695.3487212657928,3923.136189702692,,,,,,,,,,,,,,,,,,,,
13,100,50.0,15.0,4,1800.1210405826569,4285.052580497782,3.1222054958343506,4285.052580069178,464.371680021286,4285.052580497782,,,,,,,,,,,,,,,,,,,,
14,100,50.0,15.0,4,134.50138878822327,3834.8853981672055,1.4292292594909668,3834.8853977836184,61.897481203079224,3834.8853981672055,,,,,,,,,,,,,,,,,,,,
15,100,50.0,15.0,4,1800.0325212478638,3940.537563635958,1.713611125946045,3940.5375620482396,25.040913105010986,3940.5375624423937,1475.8774359226227,3940.537563635958,,,,,,,,,,,,,,,,,,
16,100,50.0,15.0,4,1800.8989307880402,3637.567603703888,16.259281158447266,3637.567603703888,,,,,,,,,,,,,,,,,,,,,,
1,100,5.0,35.0,4,0.713829517364502,6516.787513625622,0.7137863636016846,6516.787513625622,,,,,,,,,,,,,,,,,,,,,,
2,100,5.0,35.0,4,4.963703870773315,7468.829610260385,1.746976375579834,7468.588082026913,2.0563690662384033,7468.829610260385,,,,,,,,,,,,,,,,,,,,
3,100,5.0,35.0,4,1.0381443500518799,6566.728629871632,1.0381009578704834,6566.728629871632,,,,,,,,,,,,,,,,,,,,,,
4,100,5.0,35.0,4,1.5334231853485107,6933.439304759041,1.305687665939331,6933.126125594042,1.5333802700042725,6933.439304759041,,,,,,,,,,,,,,,,,,,,
5,100,5.0,35.0,4,0.7579188346862793,6740.809571473951,0.7578768730163574,6740.809571473951,,,,,,,,,,,,,,,,,,,,,,
6,100,5.0,35.0,4,489.2611949443817,6994.636299921599,1.55857253074646,6994.6147188230625,1.7968299388885498,6994.625724481503,9.60059404373169,6994.633818422112,10.80853796005249,6994.634440433664,17.673611402511597,6994.635609918486,19.388957262039185,6994.635677910047,117.93791055679321,6994.636299921599,,,,,,,,,,
7,100,5.0,35.0,4,5.516627311706543,6997.51567913123,2.3073880672454834,6997.51567913123,,,,,,,,,,,,,,,,,,,,,,
8,100,5.0,35.0,4,0.3465762138366699,7338.297906071635,0.3465311527252197,7338.297906071635,,,,,,,,,,,,,,,,,,,,,,
9,100,5.0,35.0,4,0.3093147277832031,6943.768091171945,0.30927133560180664,6943.768091171945,,,,,,,,,,,,,,,,,,,,,,
10,100,5.0,35.0,4,0.5112097263336182,6803.185947160294,0.5111649036407471,6803.185947160294,,,,,,,,,,,,,,,,,,,,,,
11,100,5.0,35.0,4,0.7847433090209961,6862.153478798243,0.7846992015838623,6862.153478798243,,,,,,,,,,,,,,,,,,,,,,
12,100,5.0,35.0,4,9.625795602798462,6798.432738418502,1.74039626121521,6798.138030404481,3.197596549987793,6798.422257654244,4.3598973751068115,6798.432738418502,,,,,,,,,,,,,,,,,,
13,100,5.0,35.0,4,5.101777076721191,7257.495681762571,1.9661059379577637,7257.410953081779,2.4125590324401855,7257.439685223994,3.7032856941223145,7257.495681762571,,,,,,,,,,,,,,,,,,
14,100,5.0,35.0,4,6.707960367202759,7010.55603370467,1.7761483192443848,7010.468248780424,4.246510982513428,7010.55603370467,,,,,,,,,,,,,,,,,,,,
15,100,5.0,35.0,4,0.5644855499267578,6934.054474923945,0.5644440650939941,6934.054474923945,,,,,,,,,,,,,,,,,,,,,,
16,100,5.0,35.0,4,0.8639569282531738,6922.634890850488,0.8639137744903564,6922.634890850488,,,,,,,,,,,,,,,,,,,,,,
1,100,15.0,35.0,4,38.45882749557495,6373.705490988479,1.5430006980895996,6373.705490351008,33.77458190917969,6373.705490988479,,,,,,,,,,,,,,,,,,,,
2,100,15.0,35.0,4,28.810032606124878,7324.966356613342,3.3246729373931885,7324.966356613342,,,,,,,,,,,,,,,,,,,,,,
