inst,N,K,final_time,final_obj,time_1,obj_1,time_2,obj_2,time_3,obj_3,time_4,obj_4,time_5,obj_5,time_6,obj_6,time_7,obj_7,time_8,obj_8,time_9,obj_9,time_10,obj_10,time_11,obj_11,time_12,obj_12,time_13,obj_13,time_14,obj_14,time_15,obj_15
1,20,2,1263.6634848117828,4.806877070537851,1.3518826961517334,4.861939814787991,4.704786539077759,4.854782907722559,16.537030696868896,4.852722870960285,43.03619718551636,4.806877070537851,,,,,,,,,,,,,,,,,,,,,,
2,20,2,1800.3415265083313,4.747996851144097,4.940630674362183,4.747997322331971,266.46265172958374,4.747996958689781,1741.5655677318573,4.747996851144097,,,,,,,,,,,,,,,,,,,,,,,,
3,20,2,1800.1577286720276,4.707017749802622,5.089066028594971,4.712705674077974,12.757060527801514,4.712705571299007,143.6311309337616,4.709053562447212,221.74348831176758,4.707017749802622,,,,,,,,,,,,,,,,,,,,,,
4,20,2,1800.7009484767914,4.911673746622617,14.20086145401001,4.9116739414779635,824.8843464851379,4.911673761566139,1378.0001587867737,4.911673746622617,,,,,,,,,,,,,,,,,,,,,,,,
5,20,2,1800.5726041793823,4.741703462628327,2.9043514728546143,4.74170417658593,186.50166749954224,4.741703613784272,240.34285473823547,4.741703462628327,,,,,,,,,,,,,,,,,,,,,,,,
6,20,2,1800.2515728473663,4.598749596092701,3.1531739234924316,4.59875006941046,133.95174026489258,4.598749820312774,136.75006985664368,4.598749714703827,811.3046712875366,4.598749596092701,,,,,,,,,,,,,,,,,,,,,,
7,20,2,1800.2580170631409,4.726795643682156,6.051116943359375,4.822939488261464,15.24307131767273,4.799554059649946,24.45030665397644,4.765127155491306,33.98127198219299,4.759081250830031,91.21360898017883,4.73247214396211,118.87828755378723,4.727452459361274,190.64680409431458,4.726795643682156,,,,,,,,,,,,,,,,
8,20,2,1800.4774193763733,4.5087435337516375,15.391285181045532,4.631609344040063,83.35446953773499,4.602355208063578,111.32825803756714,4.5087435337516375,,,,,,,,,,,,,,,,,,,,,,,,
9,20,2,1800.9647676944733,4.622158104530121,39.49278140068054,4.794130135633036,140.66813802719116,4.714139106519336,216.21129512786865,4.6377188794870445,1652.2382912635803,4.622158104530121,,,,,,,,,,,,,,,,,,,,,,
10,20,2,1800.054251909256,4.641283596873182,1.739661693572998,4.641283913559535,322.4956316947937,4.641283859701352,434.6611454486847,4.6412836916954925,705.491132736206,4.641283630778078,902.1587805747986,4.641283596873182,,,,,,,,,,,,,,,,,,,,
11,20,2,1800.4290165901184,4.75688349397602,2.645038604736328,4.756884232536671,230.90870809555054,4.756884051724915,305.50980281829834,4.75688389051443,887.9732205867767,4.7568837412646525,1164.3129086494446,4.75688349397602,,,,,,,,,,,,,,,,,,,,
12,20,2,1801.0119342803955,5.100952752913911,19.86466670036316,5.300822719876011,40.42817211151123,5.100977725476976,965.5809395313263,5.100952752913911,,,,,,,,,,,,,,,,,,,,,,,,
13,20,2,1800.319884300232,4.506902001073064,4.845355749130249,4.5843597038902155,36.06355142593384,4.548335115662979,41.50291395187378,4.515396432732602,49.92954397201538,4.5069022341245155,284.4750633239746,4.506902001073064,,,,,,,,,,,,,,,,,,,,
14,20,2,1800.303232908249,4.661106746173403,5.991261720657349,4.661107351823703,94.79044270515442,4.661107231855164,135.66115164756775,4.6611069686297135,275.7315306663513,4.661106746173403,,,,,,,,,,,,,,,,,,,,,,
15,20,2,1800.461002588272,4.443642453728565,24.31323003768921,4.535952881811567,36.595314502716064,4.512769138465122,120.17340970039368,4.503566201999047,121.78101992607117,4.492787221121994,129.73024535179138,4.473825332890776,281.03998041152954,4.4661576728086,296.85199069976807,4.446422929477132,320.29586696624756,4.443642453728565,,,,,,,,,,,,,,
16,20,2,1800.4507071971893,4.643986600379907,11.892294645309448,4.790512634006841,15.029399633407593,4.725061655902068,58.82072591781616,4.719772111769803,1048.6252739429474,4.719771830797411,1365.4762797355652,4.643986600379907,,,,,,,,,,,,,,,,,,,,
17,20,2,1800.168372631073,4.6063092285848715,2.4399478435516357,4.634397999309776,72.37798857688904,4.634397793190426,165.85401797294617,4.6343977590197225,264.817955493927,4.6294158624996165,1133.5069093704224,4.6063092285848715,,,,,,,,,,,,,,,,,,,,
18,20,2,1800.1315286159515,4.675256202499789,1.4508161544799805,4.675256662821845,44.9452702999115,4.675256563114306,220.09825706481934,4.675256202499789,,,,,,,,,,,,,,,,,,,,,,,,
19,20,2,1800.2668771743774,4.663621437080075,4.079116344451904,4.663621858879694,412.75199007987976,4.663621707673317,432.1130065917969,4.663621553200756,1100.0305495262146,4.663621486131728,1513.0793828964233,4.663621437080075,,,,,,,,,,,,,,,,,,,,
20,20,2,138.64467024803162,4.493932165549518,1.0990405082702637,4.4939325124762695,35.04148197174072,4.493932165549518,,,,,,,,,,,,,,,,,,,,,,,,,,
21,20,2,1800.5286302566528,4.7208197543254,10.084321737289429,4.724722389970744,133.06214046478271,4.724722210051259,246.1451714038849,4.7247219927033814,353.2712912559509,4.724721908777872,599.4226958751678,4.7208197543254,,,,,,,,,,,,,,,,,,,,
22,20,2,1800.674742937088,4.444875465759766,23.746540546417236,4.54754760811089,38.084147930145264,4.476707636760554,62.62343668937683,4.444875465759766,,,,,,,,,,,,,,,,,,,,,,,,
23,20,2,1800.1536526679993,4.556513960501127,3.541285991668701,4.570261632796146,92.67025566101074,4.556513960501127,,,,,,,,,,,,,,,,,,,,,,,,,,
24,20,2,1800.502430677414,4.4462924690692365,28.775834321975708,4.510631161902367,39.99553847312927,4.503912589592122,61.96263813972473,4.490980407922146,288.81957745552063,4.463590795037773,427.45017886161804,4.4462924690692365,,,,,,,,,,,,,,,,,,,,
25,20,2,1800.0586285591125,4.539455354927797,1.5136821269989014,4.539455975274211,232.5837278366089,4.539455898596401,339.5421624183655,4.539455679398151,612.0611398220062,4.53945554351066,1287.7583079338074,4.539455496126508,1295.4073746204376,4.5394554846965445,1430.4491028785706,4.539455354927797,,,,,,,,,,,,,,,,
26,20,2,1800.7245571613312,4.636126382494005,3.4665443897247314,4.755938922018331,39.2242751121521,4.735795394634482,222.10508728027344,4.719153902517821,367.2914469242096,4.652255641625853,643.9449141025543,4.636126382494005,,,,,,,,,,,,,,,,,,,,
27,20,2,1800.1008260250092,4.427992137270697,3.149634838104248,4.4279924573600455,6.175991058349609,4.427992206011514,372.79038667678833,4.427992137270697,,,,,,,,,,,,,,,,,,,,,,,,
28,20,2,1800.1046855449677,4.846395065641654,27.471617221832275,4.846395604039337,134.57992887496948,4.846395237819103,284.84169340133667,4.846395177256751,742.2093489170074,4.846395146268875,1128.4581439495087,4.846395065641654,,,,,,,,,,,,,,,,,,,,
29,20,2,1800.62340092659,4.930543857443674,6.089061737060547,4.9616491345351985,51.28183960914612,4.961648806537984,95.4533097743988,4.938642570248089,184.95796871185303,4.930543857443674,,,,,,,,,,,,,,,,,,,,,,
30,20,2,1800.0366096496582,4.640418980627558,9.638502836227417,4.734504455107463,15.103419780731201,4.723537031990205,70.3238627910614,4.695339105806614,96.28398728370667,4.677446059806551,174.29472756385803,4.664519539047575,267.00096583366394,4.657085329914508,1418.8229660987854,4.640418980627558,,,,,,,,,,,,,,,,
31,20,2,1800.6023662090302,4.597672396964427,11.418855905532837,4.693179020639304,36.53221559524536,4.657531231897093,476.6644973754883,4.625877589388792,801.1206030845642,4.597672396964427,,,,,,,,,,,,,,,,,,,,,,
32,20,2,1800.1510388851166,4.771560188891165,4.42473030090332,4.869692959641747,19.404757261276245,4.774161349460513,471.11650919914246,4.771560188891165,,,,,,,,,,,,,,,,,,,,,,,,
