inst,N,K_train,K_test,L_test,epsilon,T,final_time,final_obj,time_1,obj_1,time_2,obj_2,time_3,obj_3,time_4,obj_4,time_5,obj_5,time_6,obj_6,time_7,obj_7,time_8,obj_8,time_9,obj_9,time_10,obj_10,time_11,obj_11,time_12,obj_12,time_13,obj_13,time_14,obj_14,time_15,obj_15,time_16,obj_16,time_17,obj_17,time_18,obj_18,time_19,obj_19
52,60,5,2,-1,5,10,1802.7119867801666,4.313603209652669,481.6039488315582,4.480072268232973,937.9102952480316,4.480072268232973,1071.1136598587036,4.313603209652669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,60,5,2,-1,5,10,1800.39532828331,4.347297290998502,376.2600829601288,4.3680452027345495,680.3790221214294,4.347297290998502,680.3791525363922,4.347297290998502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,60,5,2,-1,5,10,1870.5323467254639,4.414486385096738,1295.9385874271393,4.434791237732574,1870.2359709739685,4.414486385096738,1870.2360587120056,4.414486385096738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,60,5,2,-1,5,10,1802.6552741527557,4.428177207543353,461.5986268520355,4.428177207543353,1081.1232299804688,4.428177207543353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,60,5,2,-1,5,10,1800.0854060649872,4.301310886162001,108.00398111343384,4.301310886162001,633.2406721115112,4.301310886162001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,60,5,2,-1,5,10,1801.3791818618774,4.362524233153573,476.9398078918457,4.362524233153573,1222.3674437999725,4.362524233153573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,60,5,2,-1,5,10,1914.2352366447449,4.217322232272636,1835.478997707367,4.289974510068614,1913.956547498703,4.217322232272636,1913.9566397666931,4.217322232272636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,60,5,2,-1,5,10,1800.5252737998962,4.9182310791394155,166.73197841644287,4.9182310791394155,926.6602711677551,4.9182310791394155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,60,5,2,-1,5,10,1820.0559346675873,4.496226425985139,830.2710266113281,4.496226425985139,1819.3227035999298,4.496226425985139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,60,5,2,-1,5,10,1801.649106502533,4.383674798368261,453.55509781837463,4.387374531738377,1213.0677752494812,4.387374531738377,1522.267464876175,4.383674798368261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,60,5,2,-1,5,10,1802.8797690868378,4.309461108991595,187.37128067016602,4.309461108991595,653.753212928772,4.309461108991595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,60,5,2,-1,5,10,1801.946530342102,4.413961264502574,680.5177900791168,4.413961264502574,1450.079218864441,4.413961264502574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,60,5,2,-1,5,10,1802.840882062912,4.579208105949228,844.767819404602,4.658761546402542,1199.3197622299194,4.579208105949228,1199.3198637962341,4.579208105949228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,60,5,2,-1,5,10,1801.6048829555511,4.40818549717734,430.70457649230957,4.579794945671301,650.1186051368713,4.463493773605138,650.1187100410461,4.463493773605138,1002.9623181819916,4.443377993304777,1300.1630194187164,4.40818549717734,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,60,5,2,-1,5,10,1802.6105282306671,4.207118445028191,146.3079617023468,4.2499830572657515,306.95816707611084,4.2499830572657515,851.5263695716858,4.228712032596616,1298.1535952091217,4.224096282710599,1391.3606705665588,4.207118445028191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,60,5,2,-1,5,10,1801.5153653621674,4.384887768756328,617.1813931465149,4.428607549006815,1032.376032590866,4.392968126663406,1032.3761546611786,4.392968126663406,1622.1658799648285,4.384887768756328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,60,5,2,-1,5,10,1803.2237856388092,4.2173289802907625,216.11708068847656,4.2552324105578325,454.6588525772095,4.2173289802907625,454.6589584350586,4.2173289802907625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,60,5,2,-1,5,10,1801.7365980148315,4.46504354601015,70.85779857635498,4.48696241309286,141.86977076530457,4.473317889603663,141.86986565589905,4.473317889603663,198.70473432540894,4.46504354601015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,60,5,2,-1,5,10,1800.7610757350922,4.303569612609108,848.2858929634094,4.314294156239028,1268.6981883049011,4.303569612609108,1268.6982953548431,4.303569612609108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,60,5,2,-1,5,10,1801.0832104682922,4.4034780268630245,550.814555644989,4.4922386087397985,880.0305337905884,4.4034780268630245,880.0306491851807,4.4034780268630245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,60,5,2,-1,5,10,1802.2873871326447,4.229672001851073,117.92836737632751,4.229672001851073,709.8303830623627,4.229672001851073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,60,5,2,-1,5,10,1801.148945093155,4.159783790428459,299.6994330883026,4.159783790428459,783.7405064105988,4.159783790428459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,60,5,2,-1,5,10,1802.809993505478,4.294178530847893,431.3729031085968,4.399906390244298,824.962479352951,4.395008201393898,824.962584733963,4.395008201393898,1629.184834241867,4.294178530847893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,60,5,2,-1,5,10,1802.0378077030182,4.201509609068532,482.62792015075684,4.227488481587244,826.6151280403137,4.201509609068532,826.6152250766754,4.201509609068532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,60,5,2,-1,5,10,1808.7837467193604,4.351486393769229,953.2916345596313,4.351486393769229,1808.4444243907928,4.351486393769229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,60,5,2,-1,5,10,1801.1159522533417,4.395657720616278,119.95556473731995,4.427819334797201,236.0836946964264,4.395657720616278,236.0838418006897,4.395657720616278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,60,5,2,-1,5,10,1086.834629058838,6.105923535925711,1.0665438175201416,6.127703434187128,4.061236143112183,6.127703434187128,74.29905533790588,6.124905409137717,105.34401321411133,6.105923535925711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,60,5,2,-1,5,10,1800.6560332775116,4.4030421499436505,207.9016797542572,4.424402781870762,525.6829528808594,4.4030421499436505,525.6830534934998,4.4030421499436505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,60,5,2,-1,5,10,1800.5015449523926,4.304553526014014,709.3668446540833,4.304553526014014,1365.6252617835999,4.304553526014014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,60,5,2,-1,5,10,1802.0986318588257,4.270511712864035,299.73052620887756,4.379567206812299,562.2164633274078,4.373670920733167,562.2165834903717,4.373670920733167,751.1941213607788,4.362733658340141,967.0999653339386,4.270715630416916,1147.2207617759705,4.270511712864035,,,,,,,,,,,,,,,,,,,,,,,,,,
82,60,5,2,-1,5,10,1996.642865896225,4.308817826710372,1006.218918800354,4.308817826710372,1996.2337310314178,4.308817826710372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,60,5,2,-1,5,10,1800.1715710163116,4.380862018215356,626.7867963314056,4.41489375676059,1155.304587841034,4.380862018215356,1155.3046898841858,4.380862018215356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,60,5,2,-1,5,10,1801.6317582130432,4.2122517514487035,483.80314207077026,4.284174261445536,783.3957090377808,4.23896402896457,783.3958175182343,4.23896402896457,985.0564155578613,4.2122517514487035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,60,5,2,-1,5,10,1800.0369896888733,4.382612110715025,180.20261430740356,4.382612110715025,511.05096769332886,4.382612110715025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,60,5,2,-1,5,10,1805.1147561073303,4.252274695549592,237.27786993980408,4.311106138435406,662.9623515605927,4.311106138435406,918.8878927230835,4.252274695549592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,60,5,2,-1,5,10,1801.9656155109406,4.374578350557643,672.5616800785065,4.390322492173951,1136.6965041160583,4.374578350557643,1136.6966345310211,4.374578350557643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,60,5,2,-1,5,10,1803.1172606945038,4.42894159413837,576.3718831539154,4.42894159413837,1217.9539632797241,4.42894159413837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,60,5,2,-1,5,10,1906.862568616867,4.4287458154945565,545.9774768352509,4.4287458154945565,1906.4213633537292,4.4287458154945565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,60,5,2,-1,5,10,1802.5880951881409,4.37044858338702,317.28545808792114,4.453450197327135,587.1716740131378,4.421790989442922,587.1717789173126,4.421790989442922,734.6916313171387,4.396653506175447,1404.2414379119873,4.37044858338702,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,60,5,2,-1,5,10,1802.5362148284912,4.304466799946041,216.59235310554504,4.304466799946041,796.0916147232056,4.304466799946041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,60,5,2,-1,5,10,1801.997400045395,4.334137470284151,938.024338722229,4.415126957402632,1473.3647589683533,4.334137470284151,1473.3648746013641,4.334137470284151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,60,5,2,-1,5,10,1801.2287142276764,4.362540029714958,154.9218978881836,4.431512053815161,579.51038646698,4.431512053815161,854.8234980106354,4.362540029714958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,60,5,2,-1,5,10,1804.3893103599548,4.309615537923486,460.05697083473206,4.357435133001132,882.6200377941132,4.357435133001132,1114.989185810089,4.31119135761267,1290.8354001045227,4.311191235430349,1792.0912098884583,4.309615537923486,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,60,5,2,-1,5,10,1804.0718851089478,4.271801529949088,380.93673610687256,4.271801529949088,850.9434323310852,4.271801529949088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,60,5,2,-1,5,10,2041.0900857448578,4.252806453919608,1485.9920392036438,4.267425014298168,2040.8356158733368,4.252806453919608,2040.835704088211,4.252806453919608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,60,5,2,-1,5,10,1803.1716151237488,4.414101649595515,241.6158092021942,4.435471394907274,581.6963503360748,4.435471394907274,840.6311221122742,4.427698306588297,934.9977180957794,4.414101649595515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,60,5,2,-1,5,10,1803.986708164215,4.357586515073368,324.02333664894104,4.357586515073368,928.5511817932129,4.357586515073368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,60,5,2,-1,5,10,1801.4202334880829,4.312553442605841,1023.7388386726379,4.358960737469754,1444.4296479225159,4.312553442605841,1444.4297745227814,4.312553442605841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,60,5,2,-1,5,10,1804.6368193626404,4.2823057584707325,445.78094696998596,4.298416225273793,835.6749050617218,4.283750947830518,835.6750104427338,4.283750947830518,1798.3672587871552,4.2823057584707325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20,5,3,-1,5,10,1800.0129752159119,4.691252298773861,1.611483097076416,4.770128149945569,5.6410813331604,4.770128149945569,21.353455066680908,4.769111260278638,21.74539589881897,4.763709678903014,37.110081911087036,4.745483450739762,38.600584745407104,4.738374944100539,55.18179512023926,4.715124967844342,103.77213072776794,4.713379814031503,152.24259901046753,4.691252392342493,620.0061085224152,4.691252298773861,,,,,,,,,,,,,,,,,,
2,20,5,3,-1,5,10,1800.404649734497,4.482907246069436,11.301732301712036,4.7123671611318,35.38496422767639,4.7123671611318,61.92373704910278,4.594905453248764,182.26159048080444,4.564852266774036,393.5826485157013,4.551964386818865,1274.1883237361908,4.520321319013148,1431.1646144390106,4.482907246069436,,,,,,,,,,,,,,,,,,,,,,,,
3,20,5,3,-1,5,10,1800.035795211792,4.502684264049875,6.074252605438232,4.582864033881112,9.520185232162476,4.576427548278797,9.52027416229248,4.576427548278797,19.692166805267334,4.525677880760759,428.8042368888855,4.523475426303567,577.1563496589661,4.5211873178633715,603.3321335315704,4.511572088810389,889.4883658885956,4.502684264049875,,,,,,,,,,,,,,,,,,,,,,
4,20,5,3,-1,5,10,1800.8048655986786,4.672239220148533,9.475985050201416,4.788112467373092,17.701984405517578,4.788112467373092,34.82415318489075,4.672239220148533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,20,5,3,-1,5,10,1800.1901688575745,4.574108217426545,3.750396728515625,4.688294443305654,8.149201393127441,4.688294443305654,13.282882452011108,4.681107169948806,100.87648558616638,4.669465917952512,152.9358048439026,4.62372365435881,289.60144090652466,4.602085828699375,341.21530318260193,4.583075411899814,368.5868456363678,4.574108217426545,,,,,,,,,,,,,,,,,,,,,,
6,20,5,3,-1,5,10,1800.7706506252289,4.487174595301946,12.566481351852417,4.552807256925964,17.2652108669281,4.552807256925964,28.93136429786682,4.528468524075284,127.81103420257568,4.521577864903814,289.46922540664673,4.517753988383605,482.84794664382935,4.49737249451153,918.9023396968842,4.487174595301946,,,,,,,,,,,,,,,,,,,,,,,,
7,20,5,3,-1,5,10,1800.0238256454468,4.499723000665565,0.7079617977142334,4.507631204589052,4.190341949462891,4.507631204589052,271.9219081401825,4.499723057510439,763.185781955719,4.499723000665565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,5,3,-1,5,10,1800.005113363266,4.253466728997938,3.7103958129882812,4.500829841333245,5.937485456466675,4.3643571182124035,5.937576532363892,4.3643571182124035,26.941884517669678,4.3612792126046624,56.46830749511719,4.342915085832926,180.86518907546997,4.336381565394502,231.12665104866028,4.334051066480388,251.9936146736145,4.316124136491892,307.4665811061859,4.278028395219861,356.25269865989685,4.274619842912838,384.23222398757935,4.255069017887202,1076.6489944458008,4.253466728997938,,,,,,,,,,,,,,
9,20,5,3,-1,5,10,1800.2361025810242,4.331629763743644,38.698904514312744,4.638324878286046,42.339433908462524,4.457351177257471,42.33952498435974,4.457351177257471,117.58833122253418,4.381327203730499,458.2578299045563,4.332810948467877,1457.5924866199493,4.331629763743644,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,5,3,-1,5,10,1800.3182682991028,4.549697648239572,2.9415740966796875,4.641283913559535,5.641390085220337,4.641283913559535,28.295044422149658,4.582571900349107,166.66118264198303,4.5695350299707105,482.2053315639496,4.566209556658999,1093.5605154037476,4.549697648239572,,,,,,,,,,,,,,,,,,,,,,,,,,
11,20,5,3,-1,5,10,1800.293704032898,4.672914937947317,4.064847230911255,4.756884232536672,11.914674520492554,4.756884232536672,54.9083571434021,4.751240419205403,61.75620651245117,4.746081606677645,70.98236989974976,4.744087834294117,140.84108924865723,4.731805186771833,154.56444716453552,4.7241200541952795,177.60806441307068,4.673350216308963,195.21876883506775,4.672914937947317,,,,,,,,,,,,,,,,,,,,
12,20,5,3,-1,5,10,1800.5311834812164,4.834137987645128,9.291506052017212,4.982580740014008,12.31748342514038,4.920383904891878,12.317570924758911,4.920383904891878,113.01642036437988,4.9093607820538105,113.3301682472229,4.893476235255137,362.05563282966614,4.892310466565943,459.45815348625183,4.853375299440595,1045.2511403560638,4.834137987645128,,,,,,,,,,,,,,,,,,,,,,
13,20,5,3,-1,5,10,1800.0646913051605,4.245077546995356,4.4051103591918945,4.432317593859807,12.890064477920532,4.432317593859807,25.620152950286865,4.430664825045618,34.40597581863403,4.410112152240436,43.333664655685425,4.352997335026527,89.23237824440002,4.348727738689386,117.34728503227234,4.336970818918862,168.91712427139282,4.302879935417918,194.03501081466675,4.276776086005121,238.52424383163452,4.245077546995356,,,,,,,,,,,,,,,,,,
14,20,5,3,-1,5,10,1800.2359035015106,4.661107051911612,7.418672800064087,4.661107351823703,16.141667366027832,4.661107351823703,128.9362690448761,4.661107201185181,952.447331905365,4.661107166529958,991.1767420768738,4.661107051911612,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,20,5,3,-1,5,10,1800.177110671997,4.201944360453286,7.094624280929565,4.340516106039558,17.517175674438477,4.326536637069311,17.517266035079956,4.326536637069311,103.03348016738892,4.307012997448063,110.37351155281067,4.264770305706039,377.3475646972656,4.259491872631424,408.06211042404175,4.256196514646401,574.1848313808441,4.242367486387135,714.403894662857,4.229775681950821,875.502495765686,4.2214039859354315,951.5055935382843,4.217423818660632,1063.7133021354675,4.2039043797521956,1587.2637388706207,4.201944360453286,,,,,,,,,,,,
16,20,5,3,-1,5,10,1800.550951242447,4.47808213172466,9.933740139007568,4.654367494092801,23.05148482322693,4.654367494092801,72.1075747013092,4.643986600379907,94.79357886314392,4.638121590795048,115.0510470867157,4.615738417679081,138.86630725860596,4.488036537591354,480.74554920196533,4.482022638681669,1639.2527825832367,4.47808213172466,,,,,,,,,,,,,,,,,,,,,,
17,20,5,3,-1,5,10,1800.3642981052399,4.34107077144835,2.176727771759033,4.438831187170252,3.509614944458008,4.438831187170252,18.173317193984985,4.424662056495889,22.25172185897827,4.39660516982123,30.87037682533264,4.395967710775353,39.15096354484558,4.392600253404804,43.41892862319946,4.348353049200325,78.90814113616943,4.34107077144835,,,,,,,,,,,,,,,,,,,,,,
18,20,5,3,-1,5,10,1800.2023072242737,4.566060824231842,1.9630930423736572,4.675256662821864,4.5133466720581055,4.675256662821864,37.582473039627075,4.590446666301794,338.02839636802673,4.567592726512711,490.517995595932,4.566060824231842,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,20,5,3,-1,5,10,1800.5300071239471,4.640981322609639,2.5750925540924072,4.663621858879738,7.552636623382568,4.663621858879738,130.0511074066162,4.6588130446362435,553.4044795036316,4.640981322609639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20,5,3,-1,5,10,1800.2852113246918,4.493932048450429,0.7569150924682617,4.4939325130256655,1.0825049877166748,4.4939325130256655,140.02779865264893,4.493932225584386,759.7141461372375,4.49393213107189,1167.446039199829,4.493932048450429,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,20,5,3,-1,5,10,1800.3988552093506,4.475562544263597,18.78035545349121,4.72472239054321,25.66282343864441,4.72472239054321,33.78372073173523,4.508994542684936,135.51047682762146,4.4911231696568725,413.61472034454346,4.475562544263597,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,20,5,3,-1,5,10,1800.584417104721,4.2559478317573545,7.020485877990723,4.371648653694478,15.468617916107178,4.276558378726186,15.468709945678711,4.276558378726186,163.88505268096924,4.269098364631942,179.62059497833252,4.2559478317573545,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,20,5,3,-1,5,10,1800.0683286190033,4.256910965948499,5.450096607208252,4.45046360786016,15.89063572883606,4.45046360786016,37.72283864021301,4.324356831867625,59.28929305076599,4.256910965948499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,20,5,3,-1,5,10,1800.1841604709625,4.274063019200235,23.430816173553467,4.408224230805107,41.08278441429138,4.378203563105316,41.08287334442139,4.378203563105316,60.01476168632507,4.37810774344149,181.44634461402893,4.336250782747996,214.45048022270203,4.325603048094965,233.0632402896881,4.303397456766783,304.5505881309509,4.294441184926303,810.5026667118073,4.274063019200235,,,,,,,,,,,,,,,,,,,,
25,20,5,3,-1,5,10,1800.2873330116272,4.358639642539761,3.483819007873535,4.444158113370956,5.503486633300781,4.444158113370956,17.44125461578369,4.385923577735461,286.20204639434814,4.37325622369002,392.5272831916809,4.366523275496334,443.98688769340515,4.358639642539761,,,,,,,,,,,,,,,,,,,,,,,,,,
26,20,5,3,-1,5,10,1800.4256892204285,4.417264821967461,3.5292677879333496,4.693220707993954,9.54405426979065,4.693220707993954,19.30767583847046,4.493639828541212,25.034458875656128,4.481983138980226,47.50701975822449,4.447977393557674,120.10314011573792,4.447525714330043,130.9492311477661,4.417264821967461,,,,,,,,,,,,,,,,,,,,,,,,
27,20,5,3,-1,5,10,1800.112797498703,4.427991675150242,4.8795177936553955,4.427992457359977,8.974597930908203,4.427992288415975,8.974687576293945,4.427992288415975,153.23120999336243,4.427991675150242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,20,5,3,-1,5,10,1800.5789425373077,4.631764758699397,29.142189979553223,4.713776353436811,65.33821392059326,4.713776353436811,82.11781406402588,4.693951944400685,122.41506361961365,4.688649745890949,414.5215904712677,4.6610909880562215,716.7422888278961,4.631764758699397,,,,,,,,,,,,,,,,,,,,,,,,,,
29,20,5,3,-1,5,10,1800.318853855133,4.684161107535224,3.926637887954712,4.742338568321049,8.160235166549683,4.742338568321049,12.28421688079834,4.691368292181395,423.154257774353,4.690996947423632,584.4585719108582,4.685980721725195,882.5913791656494,4.684161107535224,,,,,,,,,,,,,,,,,,,,,,,,,,
30,20,5,3,-1,5,10,1800.2775700092316,4.361265481852114,3.736021041870117,4.589247518600828,8.588814735412598,4.422826297229311,8.588905096054077,4.422826297229311,26.900405168533325,4.419805414496433,29.696925401687622,4.3627592075088515,287.0078001022339,4.361265481852114,,,,,,,,,,,,,,,,,,,,,,,,,,
31,20,5,3,-1,5,10,1800.3600511550903,4.389496798266709,7.89043116569519,4.442767776865621,21.51731276512146,4.442767776865621,71.51461935043335,4.407462429076219,264.60970067977905,4.4066559330412804,380.04217648506165,4.390001024982254,1292.386842250824,4.389496798266709,,,,,,,,,,,,,,,,,,,,,,,,,,
32,20,5,3,-1,5,10,1800.1881129741669,4.446068128368003,1.0614166259765625,4.468791007529693,2.3777382373809814,4.468791007529693,22.214757680892944,4.448817994884221,43.18551445007324,4.44714279175291,210.67990899085999,4.446068128368003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,20,5,3,-1,5,10,1800.1826701164246,4.441572126879242,5.12430214881897,4.613508036386232,12.108874320983887,4.613508036386232,21.80813980102539,4.537865120437852,29.337610483169556,4.530340327413461,61.990185022354126,4.446005199224918,680.2356331348419,4.441572126879242,,,,,,,,,,,,,,,,,,,,,,,,,,
34,20,5,3,-1,5,10,1800.3879985809326,4.22040466753653,10.609352350234985,4.415370371078675,20.938260793685913,4.329363495720969,20.93835210800171,4.329363495720969,110.00600004196167,4.310497660941785,213.67729473114014,4.290901681866029,381.0572712421417,4.26949294091212,429.4841010570526,4.249141933912828,641.5592133998871,4.22040466753653,,,,,,,,,,,,,,,,,,,,,,
35,20,5,3,-1,5,10,1800.2720868587494,4.603417484331959,3.5122315883636475,4.611298047464435,7.694897890090942,4.611298047464435,172.92458128929138,4.603417484331959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,20,5,3,-1,5,10,1800.1963107585907,4.286211390202459,12.063921928405762,4.330050342412642,24.085948705673218,4.330050342412642,148.56177711486816,4.31463963352047,537.875431060791,4.299048278535875,1460.6631326675415,4.286211390202459,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,20,5,3,-1,5,10,1800.049533367157,4.299363890653685,6.038592576980591,4.4158978313689445,13.217945575714111,4.4158978313689445,21.7956120967865,4.3734488734877255,52.8886992931366,4.299938082753083,353.06343483924866,4.299363890653685,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,20,5,3,-1,5,10,1800.2843976020813,4.385566320982353,4.6615986824035645,4.49708432400866,8.692888975143433,4.49708432400866,74.96776032447815,4.46425780820914,125.64701271057129,4.457821730861797,135.99062943458557,4.38745820403854,984.5583696365356,4.385566320982353,,,,,,,,,,,,,,,,,,,,,,,,,,
39,20,5,3,-1,5,10,1800.3745577335358,4.348716021113495,12.795098543167114,4.454274893195576,21.30267024040222,4.415639356047496,21.302765369415283,4.415639356047496,68.76938962936401,4.393302580882426,106.05176830291748,4.37788502368849,111.6702868938446,4.361027057413818,315.97799587249756,4.348973866726246,771.1919944286346,4.348716021113495,,,,,,,,,,,,,,,,,,,,,,
40,20,5,3,-1,5,10,1800.2432322502136,4.116104116895017,18.076440572738647,4.303824983219824,33.957271337509155,4.291392043988662,33.95736074447632,4.291392043988662,52.40745711326599,4.276861367859306,66.80027890205383,4.200591887994561,140.58420848846436,4.1523299737086,186.6507694721222,4.151982632023219,458.43004274368286,4.1494809652601345,826.2219262123108,4.135248227076455,1044.916087627411,4.134559057621402,1194.0616314411163,4.132160428849961,1641.756511926651,4.116104116895017,,,,,,,,,,,,,,
41,20,5,3,-1,5,10,1800.396681547165,4.377870474280724,29.015063047409058,4.607261527215902,45.64301943778992,4.544391672553323,45.643115758895874,4.544391672553323,76.74118065834045,4.535788281187966,104.37817716598511,4.490443551343373,128.61396265029907,4.460641106558889,259.90481972694397,4.449721108524332,315.3155813217163,4.430756470790501,503.2209575176239,4.419544786166405,709.6050651073456,4.418781729629533,1254.7527604103088,4.4177968429828685,1364.3325910568237,4.404951741798062,1648.522539138794,4.377870474280724,,,,,,,,,,,,
42,20,5,3,-1,5,10,1800.0483102798462,4.302480060997849,8.22514533996582,4.439946371644822,18.81645393371582,4.439946371644822,93.02821326255798,4.40713245380622,119.38229298591614,4.373117645215965,309.12817668914795,4.359798579963475,338.94806599617004,4.348892019455633,488.9409854412079,4.339806141891718,588.4692742824554,4.302480060997849,,,,,,,,,,,,,,,,,,,,,,
43,20,5,3,-1,5,10,1800.301075220108,4.313174069310374,8.322524070739746,4.5865949092167835,14.964448690414429,4.5811477640440685,14.964537143707275,4.5811477640440685,23.220867156982422,4.445544479818637,24.614398956298828,4.4035497946271995,67.34882712364197,4.39851439170887,73.91333222389221,4.388847944962846,119.65811705589294,4.38410260005249,145.18616652488708,4.345198341321299,519.9633791446686,4.313174069310374,,,,,,,,,,,,,,,,,,
44,20,5,3,-1,5,10,1800.1644032001495,4.4729569392481805,1.8173985481262207,4.714338896133692,7.416590929031372,4.635946254334969,7.416697025299072,4.635946254334969,11.32989239692688,4.511010866452965,63.22037434577942,4.491075231809944,181.2856113910675,4.4729569392481805,,,,,,,,,,,,,,,,,,,,,,,,,,
45,20,5,3,-1,5,10,1800.028264760971,4.496032548219247,17.181479454040527,4.651401303405333,20.061318159103394,4.555145706480218,20.06141424179077,4.555145706480218,38.49792265892029,4.543158376390532,65.60297536849976,4.54243910284876,122.49961590766907,4.537963521070571,445.35768365859985,4.511431479440221,563.1522996425629,4.496032548219247,,,,,,,,,,,,,,,,,,,,,,
46,20,5,3,-1,5,10,1800.118831396103,4.322549847574662,4.272660732269287,4.391035316988763,16.693420886993408,4.391035316988763,74.06887602806091,4.36148494151432,180.08470058441162,4.3530891551696,517.5131225585938,4.328370115819105,640.5657954216003,4.322549847574662,,,,,,,,,,,,,,,,,,,,,,,,,,
47,20,5,3,-1,5,10,1800.094536781311,4.514316891079199,6.589221715927124,4.738456191675816,11.821583986282349,4.738456191675816,19.379271507263184,4.576480831433657,46.001168727874756,4.534497826641232,99.29412007331848,4.514316891079199,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,20,5,3,-1,5,10,1800.3952112197876,4.44616917244693,21.281977653503418,4.752244658865971,24.312921047210693,4.589254409438495,24.335336923599243,4.589254409438495,42.56260848045349,4.584100496371813,80.31000351905823,4.558835339334301,97.92756915092468,4.519766545787642,259.8194990158081,4.44616917244693,,,,,,,,,,,,,,,,,,,,,,,,
49,20,5,3,-1,5,10,1800.18443441391,4.787291907858528,19.76237201690674,4.949773654278107,41.66442656517029,4.949773654278107,49.13654637336731,4.81846336676319,58.0400915145874,4.805893797315472,72.32660174369812,4.802026428456928,586.0492775440216,4.787291907858528,,,,,,,,,,,,,,,,,,,,,,,,,,
