inst,N,K_train,K_test,L_test,epsilon,T,final_time,final_obj,time_1,obj_1,time_2,obj_2,time_3,obj_3,time_4,obj_4,time_5,obj_5,time_6,obj_6,time_7,obj_7,time_8,obj_8,time_9,obj_9,time_10,obj_10,time_11,obj_11,time_12,obj_12,time_13,obj_13,time_14,obj_14,time_15,obj_15,time_16,obj_16,time_17,obj_17,time_18,obj_18,time_19,obj_19
54,20,3,5,-1,5,5,1800.4195833206177,4.212360879875568,5.370102405548096,4.358087581892011,8.544235706329346,4.295567472617659,8.544434547424316,4.295567472617659,20.74860453605652,4.293595999046431,41.513463735580444,4.28681507158413,114.11149215698242,4.254375447733163,151.53260946273804,4.238795688285807,221.64205312728882,4.23605261943638,251.59214687347412,4.2189512643367175,454.1286196708679,4.212360879875568,,,,,,,,,,,,,,,,,,
55,20,3,5,-1,5,5,1800.5674185752869,4.1620511818356025,14.41694712638855,4.274183424573401,31.58759880065918,4.2619780054571805,31.58782148361206,4.2619780054571805,42.030553579330444,4.260638278011542,44.61115598678589,4.260222824023059,124.17595767974854,4.255638085576638,193.50773811340332,4.1620511818356025,,,,,,,,,,,,,,,,,,,,,,,,
56,20,3,5,-1,5,5,1800.3814265727997,4.221852963834222,5.016265392303467,4.4202526387181935,8.414060115814209,4.411989599279548,8.4142484664917,4.411989599279548,19.781009435653687,4.335646714324943,24.999385118484497,4.298005741739163,26.54321837425232,4.289367434627099,39.67162227630615,4.27877157567807,87.45600867271423,4.270290029209662,142.54897785186768,4.221852963834222,,,,,,,,,,,,,,,,,,,,
57,20,3,5,-1,5,5,1800.1686663627625,4.394420272086628,0.7129244804382324,4.496784158499092,1.7015681266784668,4.496784158499092,6.565546274185181,4.434118661310769,10.243876934051514,4.413155764996265,12.583289623260498,4.394420272086628,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,20,3,5,-1,5,5,1800.342931985855,4.124962847567237,1.7041893005371094,4.338461074458675,6.880115747451782,4.296005495837241,6.880300998687744,4.296005495837241,13.907758235931396,4.295660070635104,37.838608741760254,4.228542105181386,41.996131896972656,4.198273805585514,49.02243638038635,4.184019937946141,85.36816811561584,4.145743539547631,94.56784677505493,4.138900163331658,638.9900488853455,4.124962847567237,,,,,,,,,,,,,,,,,,
59,20,3,5,-1,5,5,1800.3462512493134,4.316539404333072,12.564843654632568,4.527190840263691,15.589945077896118,4.422284383745699,15.590162515640259,4.422284383745699,18.89342164993286,4.385961756832316,21.548234701156616,4.361366421718624,42.93056297302246,4.350786728910493,55.77985501289368,4.342425943256195,60.92091202735901,4.331064555448326,173.50971937179565,4.32089863724739,180.7487542629242,4.3205776776464715,703.7823603153229,4.316539404333072,,,,,,,,,,,,,,,,
60,20,3,5,-1,5,5,1800.1264531612396,4.3005726456416875,6.424819707870483,4.4153106911270354,8.791298627853394,4.32150056101403,8.791528224945068,4.32150056101403,64.28160095214844,4.3137130288737975,87.29217314720154,4.3005726456416875,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,20,3,5,-1,5,5,1800.1770927906036,4.338695579371496,11.594552755355835,4.456073196746148,22.32125949859619,4.432507243542656,22.321449279785156,4.432507243542656,44.55251336097717,4.397306857416265,73.6978223323822,4.338695579371496,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,20,3,5,-1,5,5,1800.420953989029,4.4555505713317345,15.044716596603394,4.691022360896646,25.75459098815918,4.580472655872057,25.754804611206055,4.580472655872057,37.47083282470703,4.5604526789198285,170.9158616065979,4.545328753320055,253.98108100891113,4.530581106557935,315.7195601463318,4.501767450049365,403.24801778793335,4.4555505713317345,,,,,,,,,,,,,,,,,,,,,,
63,20,3,5,-1,5,5,1800.1755471229553,4.107352441278642,2.272169828414917,4.262775385872646,6.004747152328491,4.262775385872646,12.58263874053955,4.222358312654054,16.65394878387451,4.184518845562318,25.097498893737793,4.158480111405627,27.804165363311768,4.130274852243293,221.2788951396942,4.125458815221793,300.97862124443054,4.116486417414356,395.6666796207428,4.1163474728250415,507.50118613243103,4.116067539819198,653.5412397384644,4.115262106667258,897.8781599998474,4.112591735276214,994.3879246711731,4.107352441278642,,,,,,,,,,,,
64,20,3,5,-1,5,5,1800.1757311820984,4.173691977203682,2.847576856613159,4.231617173690392,5.507262706756592,4.231617173690392,12.447729587554932,4.22062330137537,56.94950723648071,4.217969032676375,59.10280799865723,4.1779228691022725,222.12767457962036,4.173691977203682,,,,,,,,,,,,,,,,,,,,,,,,,,
65,20,3,5,-1,5,5,1800.007227897644,4.519555627377559,21.709810733795166,4.643492327478658,24.93173623085022,4.555303485582986,24.93192458152771,4.555303485582986,44.81156945228577,4.549473579591602,231.82160425186157,4.519555627377559,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,20,3,5,-1,5,5,1800.0403127670288,4.265128996917856,1.1737463474273682,4.406488288620424,2.745387315750122,4.37403192243497,2.7455637454986572,4.37403192243497,6.056364059448242,4.3296812441391666,7.560638666152954,4.323755661192549,46.10502791404724,4.311435327635049,67.0154755115509,4.275906479945199,95.49996590614319,4.267703944198467,514.0293476581573,4.26541607292069,1294.3346173763275,4.265128996917856,,,,,,,,,,,,,,,,,,
67,20,3,5,-1,5,5,1800.007966518402,4.132299735200207,1.4331355094909668,4.26841830982362,4.729496479034424,4.133089010687922,4.729716062545776,4.133089010687922,103.5589530467987,4.132299735200207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,20,3,5,-1,5,5,1800.0574312210083,4.014799691325243,3.668029308319092,4.166516678474367,8.493667364120483,4.166516678474367,18.62201452255249,4.089679069631691,22.65545105934143,4.017370584412278,133.61575436592102,4.0156138848007155,988.5184049606323,4.014799691325243,,,,,,,,,,,,,,,,,,,,,,,,,,
69,20,3,5,-1,5,5,1800.219316482544,4.047244207157509,2.0869758129119873,4.25842716559503,15.738831996917725,4.25842716559503,21.14704203605652,4.18442606912252,37.5414981842041,4.130441607722845,71.58005452156067,4.120507100591968,118.68146705627441,4.06615974907995,268.6976249217987,4.047244207157509,,,,,,,,,,,,,,,,,,,,,,,,
70,20,3,5,-1,5,5,1800.055602312088,4.541032266614361,5.6876466274261475,4.610558873532286,7.823496580123901,4.610558873532286,16.821834564208984,4.610500580409208,70.65104007720947,4.598557155447624,79.77652072906494,4.552869362433682,349.8053243160248,4.541032266614361,,,,,,,,,,,,,,,,,,,,,,,,,,
71,20,3,5,-1,5,5,1800.1298024654388,4.131027571177225,15.231805324554443,4.360581080613556,21.71869707107544,4.241467251733736,21.71894121170044,4.241467251733736,37.18686270713806,4.150696057437917,682.1361167430878,4.143349736868506,999.655149936676,4.142426132235705,1646.0938773155212,4.131027571177225,,,,,,,,,,,,,,,,,,,,,,,,
72,20,3,5,-1,5,5,1800.0863983631134,4.481755193656732,6.8443052768707275,4.599965986243839,12.534354448318481,4.599965986243839,17.439499139785767,4.570334496365814,35.75765585899353,4.5604766020333605,63.13417339324951,4.538927536544509,100.72755908966064,4.514247318549796,140.1643931865692,4.514129154946215,302.3723382949829,4.481755193656732,,,,,,,,,,,,,,,,,,,,,,
73,20,3,5,-1,5,5,1800.145117521286,4.552227262861355,7.795181035995483,4.665873802056387,18.403571605682373,4.665873802056387,33.037522077560425,4.637550521655615,42.18211817741394,4.603872012030337,72.31197047233582,4.5590352736879565,450.28241777420044,4.552227262861355,,,,,,,,,,,,,,,,,,,,,,,,,,
74,20,3,5,-1,5,5,1800.0043654441833,4.10806529212593,2.075432300567627,4.245787957702539,6.208021640777588,4.211290492506045,6.208204507827759,4.211290492506045,21.14331316947937,4.108065447263707,1594.8872842788696,4.10806529212593,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,20,3,5,-1,5,5,1800.0359976291656,4.124651436302837,6.60814905166626,4.208445403680841,11.411734342575073,4.208445403680841,160.3368399143219,4.19119664712332,203.01288747787476,4.188811596204783,261.3982801437378,4.155510112909025,545.4207389354706,4.151717946426798,908.5038812160492,4.1400353167306445,956.9341897964478,4.13020773706532,1068.3415548801422,4.124651436302837,,,,,,,,,,,,,,,,,,,,
76,20,3,5,-1,5,5,1800.029813528061,4.301800515257433,4.757439613342285,4.422493825033809,15.320502042770386,4.422493825033809,19.49291682243347,4.419103300635306,27.622982263565063,4.368893662461777,28.351783990859985,4.3669711099684,42.80775332450867,4.366364278876494,184.09018468856812,4.323077935125641,358.5835630893707,4.312309382574901,601.932891368866,4.3120080447745375,1586.3369636535645,4.301800515257433,,,,,,,,,,,,,,,,,,
77,20,3,5,-1,5,5,1800.0595421791077,4.168398256557618,7.568037509918213,4.398437271456771,10.845027208328247,4.315917683512401,10.845216512680054,4.315917683512401,72.8624517917633,4.30628610354642,90.03317070007324,4.305036728326075,96.81239628791809,4.2758022943342295,124.84911799430847,4.27537281286001,187.23823738098145,4.2187221466975835,365.07019782066345,4.168398256557618,,,,,,,,,,,,,,,,,,,,
78,20,3,5,-1,5,5,1800.0322630405426,4.124262562809989,10.789562463760376,4.268315637181449,16.064221143722534,4.262655303196643,16.064416646957397,4.262655303196643,21.696625232696533,4.230265502969601,51.527745723724365,4.21363318679926,60.38735747337341,4.198485687223163,114.98574113845825,4.1969533969377,141.5374300479889,4.186829843589092,148.51136755943298,4.16508818262051,164.29766702651978,4.128353304303233,164.5245077610016,4.124262562809989,,,,,,,,,,,,,,,,
79,20,3,5,-1,5,5,1800.0178830623627,3.981853750859932,1.1513919830322266,4.0666791161583955,8.31352949142456,4.0666791161583955,57.8569073677063,4.0432460404520825,100.5762767791748,4.001646312363871,828.3789665699005,3.981853750859932,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,20,3,5,-1,5,5,1800.1126487255096,4.420526339251441,1.2375235557556152,4.551586320683322,2.091921806335449,4.5394191533162775,2.092097282409668,4.5394191533162775,10.020694494247437,4.489761536532936,14.976667404174805,4.484468106512058,34.72430372238159,4.44404114810974,235.6233367919922,4.432675118106704,401.4203417301178,4.431400991672793,446.9981837272644,4.420526339251441,,,,,,,,,,,,,,,,,,,,
81,20,3,5,-1,5,5,1800.080661535263,4.1715422199570185,1.7145485877990723,4.400137292966429,10.214764833450317,4.400137292966429,12.215911626815796,4.349324906081144,13.211159944534302,4.2638622440429295,20.76877498626709,4.2465100854811935,30.31515908241272,4.243047158205108,40.64922761917114,4.229748947984256,55.063998222351074,4.218927513206121,58.433473110198975,4.1918643107974285,72.84529638290405,4.175021010392067,728.3836550712585,4.1715422199570185,,,,,,,,,,,,,,,,
82,20,3,5,-1,5,5,1800.0151770114899,4.321839223984661,1.5504975318908691,4.489440905166031,4.1693971157073975,4.456013492838491,4.192946434020996,4.456013492838491,14.313151597976685,4.447224455726804,20.584809064865112,4.423306582088228,37.23503851890564,4.356337306527623,53.540765047073364,4.341822680281129,210.6320309638977,4.334271731520214,337.65714597702026,4.326017422393517,473.59314727783203,4.321839223984661,,,,,,,,,,,,,,,,,,
83,20,3,5,-1,5,5,1800.0396757125854,4.522079389574221,3.5418779850006104,4.639772168602438,10.973660230636597,4.639772168602438,13.966185092926025,4.639772015336018,18.9972186088562,4.578171048913939,45.72828507423401,4.575242931318262,55.522196531295776,4.535854363513937,140.17331767082214,4.526321870722614,551.5072095394135,4.522079389574221,,,,,,,,,,,,,,,,,,,,,,
84,20,3,5,-1,5,5,1800.146849155426,4.273349712562038,16.282493352890015,4.516318599838109,17.62735390663147,4.46102180722427,17.627445220947266,4.46102180722427,23.249569416046143,4.457852251801583,32.9688081741333,4.389631604631808,39.77955627441406,4.3796310304910575,57.307523012161255,4.373267412473016,73.33977270126343,4.274237449898588,283.49249267578125,4.273349712562038,,,,,,,,,,,,,,,,,,,,
85,20,3,5,-1,5,5,1800.1289732456207,4.071523627302338,2.5072009563446045,4.134877514229966,6.843284845352173,4.134877514229966,71.1700234413147,4.133345318953107,74.1024923324585,4.112315778372467,227.52129864692688,4.112167265228741,287.4250566959381,4.093313877122416,345.30743312835693,4.0851130773058895,548.2558014392853,4.07784954109282,937.1846139431,4.076968016514326,1762.4012343883514,4.071523627302338,,,,,,,,,,,,,,,,,,
86,20,3,5,-1,5,5,1800.168384552002,4.285665831832844,3.2661631107330322,4.435414802833255,8.255302667617798,4.33460619626226,8.25539779663086,4.33460619626226,72.12495517730713,4.326307913109579,74.33735704421997,4.3251130511277545,89.6187539100647,4.294049309611334,791.6952002048492,4.285665831832844,,,,,,,,,,,,,,,,,,,,,,,,
87,20,3,5,-1,5,5,1800.12975025177,4.251987058870396,3.2093143463134766,4.475492864645583,11.4189133644104,4.39463527211339,11.419020175933838,4.39463527211339,15.134012222290039,4.3643090726443345,17.30842423439026,4.32109919836323,33.3231258392334,4.302408853083524,79.88691592216492,4.3023256750993815,136.3165123462677,4.292289249864213,148.06386041641235,4.288587224765525,199.48406672477722,4.270433084379815,228.36671471595764,4.2540065823609865,1723.140923500061,4.251987058870396,,,,,,,,,,,,,,
88,20,3,5,-1,5,5,1800.0484366416931,4.358686914429918,0.9308109283447266,4.438573064711256,1.5003161430358887,4.438573064711256,5.827542781829834,4.387451871934383,17.817411422729492,4.370424995012539,33.94304275512695,4.358687022505673,1008.4955201148987,4.358686914429918,,,,,,,,,,,,,,,,,,,,,,,,,,
89,20,3,5,-1,5,5,1800.0012714862823,4.756322263543868,1.8002192974090576,4.843800927992417,5.521224021911621,4.83467503241473,5.521315097808838,4.83467503241473,18.479233741760254,4.828544011823215,21.547558784484863,4.808986333751912,22.6352698802948,4.785198897885879,31.148343563079834,4.771864394366925,46.99548530578613,4.75632228922672,1601.7484924793243,4.756322263543868,,,,,,,,,,,,,,,,,,,,
90,20,3,5,-1,5,5,1800.1923134326935,4.166514318471075,1.6890277862548828,4.288040464504045,11.74515414237976,4.288040464504045,15.646404504776001,4.221292967463478,40.80194926261902,4.205687039570969,72.87369132041931,4.204538029234277,192.34873962402344,4.199038279853422,402.6030294895172,4.196034880612301,575.632435798645,4.187622150985731,1057.079867362976,4.176581873297555,1533.06471657753,4.166514318471075,,,,,,,,,,,,,,,,,,
91,20,3,5,-1,5,5,1800.028357744217,3.9225505282242095,6.8189685344696045,4.229118714617492,8.69688606262207,4.183502441743556,8.696978092193604,4.183502441743556,11.910146713256836,4.094320720745038,20.294938564300537,4.093385585292926,21.00114107131958,4.009755540930724,61.21698021888733,3.9920514401699485,96.5075421333313,3.991213111174453,99.16791081428528,3.9527748924470805,130.48469638824463,3.9225505282242095,,,,,,,,,,,,,,,,,,
92,20,3,5,-1,5,5,1800.1919457912445,4.25165368190663,8.346106052398682,4.444448141177881,10.736625909805298,4.4103334739446405,10.73671293258667,4.4103334739446405,23.18082594871521,4.365550056798445,33.41001343727112,4.327807319482271,55.70121645927429,4.313461423150492,62.73407554626465,4.29225494589296,66.62750124931335,4.291870130201944,111.64126825332642,4.287624074045537,198.0271863937378,4.258555923535073,373.2128195762634,4.255305071663687,901.8948378562927,4.25165368190663,,,,,,,,,,,,,,
93,20,3,5,-1,5,5,1800.0190498828888,4.366433340763651,1.0309200286865234,4.552490622999105,3.2573020458221436,4.552490622999105,6.353635549545288,4.465118963603572,11.553916931152344,4.454868909549429,13.102902889251709,4.4322184938465,13.752001285552979,4.40491442830541,23.745986461639404,4.396020102030288,25.198397397994995,4.380379854866586,116.11282753944397,4.366769462705592,157.47651839256287,4.366769208621355,202.39653182029724,4.366433340763651,,,,,,,,,,,,,,,,
94,20,3,5,-1,5,5,1800.0753729343414,4.187714300252772,3.305230140686035,4.422465066399294,7.80267858505249,4.301473849644371,7.802769184112549,4.301473849644371,14.614794969558716,4.278408804164418,56.489235162734985,4.227555032930797,72.24903392791748,4.190228995077914,107.37038612365723,4.187714300252772,,,,,,,,,,,,,,,,,,,,,,,,
95,20,3,5,-1,5,5,1800.0048797130585,4.087399924451588,11.003806829452515,4.350307586325317,14.03809118270874,4.350307586325317,21.17793345451355,4.247290221136719,26.149099826812744,4.206324175506455,63.2580189704895,4.201917425122057,67.23253655433655,4.176120985380422,82.0330696105957,4.16716869212713,90.71545886993408,4.1498021726409045,110.47438645362854,4.1487033918736005,127.97830653190613,4.127405247134301,296.3265600204468,4.087399924451588,,,,,,,,,,,,,,,,
96,20,3,5,-1,5,5,1800.1957731246948,4.151077149181298,3.332090377807617,4.331287028276968,5.281317234039307,4.331287028276968,9.26890230178833,4.245713254800125,19.36475419998169,4.2079179481085145,110.40206980705261,4.199558204733739,180.87030363082886,4.1597822578436885,195.72335934638977,4.151077149181298,,,,,,,,,,,,,,,,,,,,,,,,
97,20,3,5,-1,5,5,1800.2104985713959,4.120466705237878,7.489783525466919,4.289455674045116,9.825671195983887,4.238206652561796,9.825766324996948,4.238206652561796,19.331190824508667,4.201823502272189,29.292723417282104,4.195538256210212,61.04094934463501,4.179564873842951,95.36857628822327,4.174350272244155,154.8547878265381,4.150355066122871,196.61348676681519,4.139414648777243,673.3076410293579,4.127636307389711,926.0637090206146,4.1245129167704,1388.624540090561,4.120466705237878,,,,,,,,,,,,,,
98,20,3,5,-1,5,5,1800.6078572273254,4.185851562776149,10.377245426177979,4.40574294383717,14.833357095718384,4.37257497827671,14.833448886871338,4.37257497827671,39.95840239524841,4.334159620720104,48.93734359741211,4.316188075193777,74.2955071926117,4.314905248578861,76.51983690261841,4.227818767353412,444.74922227859497,4.224107241297754,549.3903903961182,4.213975395410452,601.4969420433044,4.2063813085931585,1212.322280406952,4.185851562776149,,,,,,,,,,,,,,,,
99,20,3,5,-1,5,5,1800.0348579883575,4.588834031954024,2.942718505859375,4.661821736773281,6.098443269729614,4.651957711435589,6.0985658168792725,4.651957711435589,11.539569616317749,4.621979435800483,25.83541250228882,4.621121881906703,114.36704397201538,4.614001837618414,254.67024278640747,4.6080842826963595,570.5627083778381,4.606011313787079,756.21581864357,4.598778705592254,1564.514281988144,4.588834031954024,,,,,,,,,,,,,,,,,,
100,20,3,5,-1,5,5,1800.0140581130981,4.1263888378252025,11.028423309326172,4.208229411076251,14.454181909561157,4.208229411076251,21.29657530784607,4.1750812854890045,29.0700581073761,4.1700042294564375,40.94455409049988,4.1654517735690275,88.72859454154968,4.161104654233976,93.9989583492279,4.139612829285574,163.51662492752075,4.135286975797212,405.1828188896179,4.134093866959344,727.6206908226013,4.128641342351155,1535.874080657959,4.1263888378252025,,,,,,,,,,,,,,,,
1,40,3,5,-1,5,5,1800.5272507667542,4.043858405716266,15.474441528320312,4.061867590731226,55.314850091934204,4.061867590731226,249.94852328300476,4.053830324846365,1158.154914855957,4.048687851022269,1228.835398197174,4.044863502725823,1397.6278765201569,4.043858405716266,,,,,,,,,,,,,,,,,,,,,,,,,,
2,40,3,5,-1,5,5,1800.1589176654816,4.230245891984762,12.323112487792969,4.304949199564382,45.8351309299469,4.304949199564382,57.67341732978821,4.290335724404928,67.51211667060852,4.281815642650794,362.7061049938202,4.259502863725114,423.4322714805603,4.251179554531055,527.912401676178,4.235956967769665,933.3863320350647,4.230245891984762,,,,,,,,,,,,,,,,,,,,,,
3,40,3,5,-1,5,5,1800.1068329811096,4.12705274998953,10.44119668006897,4.23601995651824,35.59692335128784,4.23601995651824,58.17053842544556,4.203399038121601,97.24164700508118,4.170743849919632,340.3055851459503,4.153443379247538,657.69118475914,4.151252787195433,844.1342794895172,4.145821401719387,1250.7809534072876,4.139220547759074,1338.647377729416,4.12705274998953,,,,,,,,,,,,,,,,,,,,
4,40,3,5,-1,5,5,1800.5887732505798,3.9863024412149928,93.88253569602966,4.050024021861773,171.61316394805908,4.050024021861773,196.66966152191162,4.035326555384426,231.62355375289917,4.0218446706944,417.91122937202454,4.004073461687968,526.6099910736084,4.001740957046209,720.9614751338959,3.99495807583749,1201.4203474521637,3.9863024412149928,,,,,,,,,,,,,,,,,,,,,,
5,40,3,5,-1,5,5,1800.1059217453003,4.209030460109608,40.73315739631653,4.3352184131607165,102.5710244178772,4.3352184131607165,136.81088995933533,4.280761093918279,243.74133801460266,4.2782017683308435,263.0297203063965,4.253371424660846,289.90494108200073,4.232749260375218,681.6988108158112,4.224177836924474,1769.942957162857,4.209030460109608,,,,,,,,,,,,,,,,,,,,,,
6,40,3,5,-1,5,5,1800.2351427078247,3.900602167685176,7.280370712280273,4.102523582697419,13.197394132614136,4.02494156187522,13.197520971298218,4.02494156187522,19.950711965560913,4.006312396408679,55.46778869628906,4.0032598079069395,145.5160129070282,3.954539750960262,184.61231970787048,3.919441374819316,334.8283553123474,3.9192457107377052,356.12850689888,3.900602167685176,,,,,,,,,,,,,,,,,,,,
7,40,3,5,-1,5,5,1801.4315114021301,4.291517567354699,9.150971174240112,4.4014145321693485,18.13337206840515,4.35775336356281,18.13347339630127,4.35775336356281,144.4475076198578,4.353355045297063,204.8316650390625,4.352237743320796,351.2260365486145,4.3507350161792475,492.35043025016785,4.335323090525666,547.7701773643494,4.3350889607915315,624.4897818565369,4.3182774996147115,988.4232482910156,4.291517567354699,,,,,,,,,,,,,,,,,,
8,40,3,5,-1,5,5,1800.1575360298157,3.9479916215694186,25.783010482788086,4.088071623086818,35.567559003829956,4.088071623086818,50.260480880737305,4.030161736303969,88.85668849945068,4.003991836690083,122.61397242546082,3.9961205154761354,126.63309621810913,3.972894676966612,135.86919474601746,3.9574795246384924,1011.4409990310669,3.9536172323328325,1557.0617904663086,3.9479916215694186,,,,,,,,,,,,,,,,,,,,
9,40,3,5,-1,5,5,1800.3365848064423,3.983696008348987,6.059095859527588,4.175278791260165,9.29543161392212,4.079722932747148,9.295575618743896,4.079722932747148,30.749861001968384,4.070377345173025,79.31077265739441,4.048715219380539,99.97298169136047,4.028186661875262,137.80090141296387,3.997909113569273,332.19001507759094,3.9837351062441275,1546.8954412937164,3.983696008348987,,,,,,,,,,,,,,,,,,,,
10,40,3,5,-1,5,5,1801.0871448516846,4.235299792221181,9.168499946594238,4.3203576287816805,19.850369691848755,4.301190051223518,19.850465774536133,4.301190051223518,37.26217174530029,4.2688431047385835,64.90724039077759,4.242447317589833,537.1944539546967,4.235299792221181,,,,,,,,,,,,,,,,,,,,,,,,,,
11,40,3,5,-1,5,5,1800.9597461223602,4.223994609096838,5.276042938232422,4.399556731788606,9.13746690750122,4.380319055281815,9.137567281723022,4.380319055281815,16.08482599258423,4.291308584300731,30.671119689941406,4.287884096995918,56.526798725128174,4.281088318255047,94.3188362121582,4.279200029025316,100.89563083648682,4.277911194825847,136.91944789886475,4.259540780359228,320.9474241733551,4.25626487829162,463.8994245529175,4.244780424544871,576.0141088962555,4.223994609096838,,,,,,,,,,,,,,
12,40,3,5,-1,5,5,1800.082239151001,4.149385865100919,42.668949127197266,4.201659297435411,110.52833676338196,4.201659297435411,144.40004086494446,4.185282535941655,397.98551392555237,4.1781893427114,567.9363362789154,4.149385865100919,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,40,3,5,-1,5,5,1800.5118856430054,4.184735888397386,9.975334882736206,4.29429623861614,11.139069557189941,4.226083455770279,11.139170169830322,4.226083455770279,28.793309688568115,4.219168270804621,158.97902131080627,4.2134636921076565,351.73944449424744,4.208259143474404,664.8937475681305,4.185084521508872,978.6157946586609,4.184735888397386,,,,,,,,,,,,,,,,,,,,,,
14,40,3,5,-1,5,5,1800.7223989963531,4.106977344408259,77.2834780216217,4.226966556489837,144.22844290733337,4.182039170744214,144.2285430431366,4.182039170744214,173.48569750785828,4.170719293541373,198.95132875442505,4.1656700841985135,269.9110848903656,4.157281849992465,477.3391423225403,4.123708310829122,1240.8346328735352,4.106977344408259,,,,,,,,,,,,,,,,,,,,,,
15,40,3,5,-1,5,5,1800.594242811203,4.308245257186181,9.929402351379395,4.393630423637974,19.463104724884033,4.393622855913193,19.46320867538452,4.393622855913193,36.073570251464844,4.371512640386051,64.28163051605225,4.342212714536385,302.85787534713745,4.331118603185349,693.1674892902374,4.329569317119805,802.5373978614807,4.317801972228224,1254.0614712238312,4.308245257186181,,,,,,,,,,,,,,,,,,,,
16,40,3,5,-1,5,5,1800.0209910869598,4.020376391986236,9.499181509017944,4.150418818673157,15.84180212020874,4.1167347796830605,15.841902732849121,4.1167347796830605,55.374701499938965,4.093875199914087,70.29596853256226,4.084370726954763,128.09564566612244,4.045291314915427,1063.0457491874695,4.020376391986236,,,,,,,,,,,,,,,,,,,,,,,,
17,40,3,5,-1,5,5,1800.2971987724304,4.174472378678752,17.60562515258789,4.331798785952319,28.50497078895569,4.259024071765053,28.50506901741028,4.259024071765053,39.80462074279785,4.188519553823178,577.6394536495209,4.174472378678752,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,40,3,5,-1,5,5,1800.6348576545715,3.9867011603883,18.94748306274414,4.0582680375696825,70.56123924255371,4.0582680375696825,94.70184850692749,4.0536276310663695,108.68985557556152,4.044448097404163,114.62955904006958,4.014526382030817,352.09591126441956,4.013486372536446,1122.6076128482819,4.002493130419225,1342.2580490112305,3.995420734893227,1410.6401586532593,3.9867011603883,,,,,,,,,,,,,,,,,,,,
19,40,3,5,-1,5,5,1800.1338658332825,4.281433809196543,17.65679907798767,4.394715109062542,45.24547076225281,4.394715109062542,55.89824342727661,4.3266532210034345,464.8060975074768,4.32038841807963,529.9788246154785,4.281433809196543,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,40,3,5,-1,5,5,1800.5140597820282,3.8774098740237855,12.2155442237854,3.9840739782738552,61.446531772613525,3.9840739782738552,75.8098955154419,3.9668564919280707,106.40171599388123,3.9647365573097217,144.73764514923096,3.9458608202834147,217.46342253684998,3.94462441531239,327.5893738269806,3.899962419912292,969.5885806083679,3.8774098740237855,,,,,,,,,,,,,,,,,,,,,,
21,40,3,5,-1,5,5,1800.0888555049896,4.248975287683159,20.41372561454773,4.3733678717174,43.45439147949219,4.3528535077947845,43.47931957244873,4.3528535077947845,72.38232231140137,4.350413013731862,94.67720198631287,4.347637908157969,103.903000831604,4.296081411198928,119.03092646598816,4.2895550457596086,223.92599725723267,4.289300463278673,392.1768522262573,4.264985155199895,1337.7266235351562,4.250025759096758,1618.4890832901,4.248975287683159,,,,,,,,,,,,,,,,
22,40,3,5,-1,5,5,1800.8795869350433,4.186323345846797,29.571736812591553,4.3253272059143155,57.83253479003906,4.245495977981905,57.83263802528381,4.245495977981905,159.93484020233154,4.2402530006922685,445.83295011520386,4.237636019704779,566.2582335472107,4.217511271600195,931.6459457874298,4.186323345846797,,,,,,,,,,,,,,,,,,,,,,,,
23,40,3,5,-1,5,5,1800.7079894542694,4.024971602430266,21.006057262420654,4.203477561478561,64.94516897201538,4.112894372422392,64.9452919960022,4.112894372422392,78.64203572273254,4.081555065877435,98.64051842689514,4.044386381158344,175.4552619457245,4.042208721953933,209.75563073158264,4.042186552214806,480.2630259990692,4.024971602430266,,,,,,,,,,,,,,,,,,,,,,
24,40,3,5,-1,5,5,1801.092000246048,4.408206917669571,4.082974195480347,4.493355111994539,13.778486013412476,4.493355111994539,66.1819429397583,4.455215124103613,682.5612087249756,4.4431719158561025,1027.7722826004028,4.408206917669571,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,40,3,5,-1,5,5,1800.5082709789276,4.196211422067949,16.02701687812805,4.342787448599971,24.111024618148804,4.245264906112206,24.111127376556396,4.245264906112206,71.47006797790527,4.237677901686666,137.4918007850647,4.215579496264941,609.7248821258545,4.204139745307744,717.5509045124054,4.199467663828283,1380.107126712799,4.196211422067949,,,,,,,,,,,,,,,,,,,,,,
26,40,3,5,-1,5,5,1800.2339556217194,4.181135837517378,2.682502508163452,4.236947957390278,5.429975271224976,4.2105182359830895,5.4300782680511475,4.2105182359830895,37.7484712600708,4.206464370111282,137.15592908859253,4.184650746019406,1205.8580105304718,4.181135837517378,,,,,,,,,,,,,,,,,,,,,,,,,,
