inst,N,K_train,K_test,L_test,epsilon,T,final_time,final_obj,time_1,obj_1,time_2,obj_2,time_3,obj_3,time_4,obj_4,time_5,obj_5,time_6,obj_6,time_7,obj_7,time_8,obj_8,time_9,obj_9,time_10,obj_10,time_11,obj_11,time_12,obj_12,time_13,obj_13,time_14,obj_14,time_15,obj_15,time_16,obj_16,time_17,obj_17,time_18,obj_18,time_19,obj_19,time_20,obj_20,time_21,obj_21,time_22,obj_22,time_23,obj_23,time_24,obj_24,time_25,obj_25,time_26,obj_26,time_27,obj_27,time_28,obj_28,time_29,obj_29,time_30,obj_30,time_31,obj_31,time_32,obj_32,time_33,obj_33,time_34,obj_34,time_35,obj_35,time_36,obj_36,time_37,obj_37,time_38,obj_38,time_39,obj_39,time_40,obj_40,time_41,obj_41,time_42,obj_42,time_43,obj_43,time_44,obj_44,time_45,obj_45,time_46,obj_46,time_47,obj_47,time_48,obj_48,time_49,obj_49,time_50,obj_50,time_51,obj_51,time_52,obj_52,time_53,obj_53,time_54,obj_54,time_55,obj_55,time_56,obj_56,time_57,obj_57,time_58,obj_58,time_59,obj_59,time_60,obj_60,time_61,obj_61,time_62,obj_62,time_63,obj_63,time_64,obj_64,time_65,obj_65,time_66,obj_66,time_67,obj_67,time_68,obj_68,time_69,obj_69
1,10,2,2,40,5,10,79.734050989151,-2.0372418625316984,0.4540719985961914,-1.3193567044565642,0.7904114723205566,-1.732049297509833,1.8246777057647705,-1.732049297509833,2.668074131011963,-1.7664826449141071,3.1059699058532715,-1.789152099118455,4.8117430210113525,-1.9290035551833777,9.40234088897705,-1.9397554357590405,10.246802806854248,-1.9704452181386003,14.147195816040039,-1.9812999105201232,18.346547603607178,-2.018176409520354,33.88777303695679,-2.028919595247831,36.49203395843506,-2.0301973073701447,39.717453718185425,-2.0317963336604334,69.14892292022705,-2.037055096731808,78.31379556655884,-2.0370841139606415,79.09803581237793,-2.0371069141232723,79.22615671157837,-2.037124829252899,79.3723316192627,-2.037138905988872,79.48719358444214,-2.037149966723561,79.6232283115387,-2.037158657648223,79.73398876190186,-2.0372418625316984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,10,2,2,40,5,10,105.3216462135315,-2.6974409798228973,0.38781166076660156,-2.203261963479929,0.8860616683959961,-2.203261963479929,1.7567951679229736,-2.472520834465021,2.947917938232422,-2.5077206843378215,3.9681320190429688,-2.591369054244301,8.441823482513428,-2.693382498971769,8.5558443069458,-2.6936657594539404,8.70108413696289,-2.693856445735143,14.833764553070068,-2.6940568305221544,14.930262088775635,-2.6958478297172768,55.63843774795532,-2.6958692306541026,57.38623404502869,-2.6959885084819906,57.587658166885376,-2.6960047601836523,66.15847682952881,-2.696344658507696,71.09942030906677,-2.696391563746632,78.2796061038971,-2.6964339222680818,78.77145719528198,-2.696472174804043,80.8129346370697,-2.6965067193645567,84.92957878112793,-2.6965379153789146,86.48520922660828,-2.6965660874354564,92.91333365440369,-2.696591528658829,95.75089144706726,-2.697228284969802,101.84077763557434,-2.6973763645579387,102.77191352844238,-2.697384141328701,102.82310724258423,-2.6974409798228973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,2,2,40,5,10,99.78927445411682,-3.017805834589706,0.45494604110717773,-2.762551086359877,1.6384015083312988,-2.762551086359877,5.139238357543945,-2.8628436835533817,5.627196550369263,-2.9559693832335996,9.400339365005493,-3.0165762161143936,11.208664178848267,-3.0169003585299756,11.52754831314087,-3.017191001364966,12.639967918395996,-3.0174516077460547,16.578723669052124,-3.0174622524467205,17.25252604484558,-3.0177738397153777,70.18390679359436,-3.017805834589706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10,2,2,40,5,10,69.59311819076538,-2.300653833153781,0.32472944259643555,-1.431575488405434,0.6811490058898926,-2.0638212952062593,1.1966404914855957,-2.0638212952062593,4.88416600227356,-2.133184678299756,4.934786558151245,-2.143965492406584,7.105367422103882,-2.1442129566634986,12.19168734550476,-2.260704328377578,13.424217224121094,-2.2613562731962626,13.531033515930176,-2.263190853978371,15.463644981384277,-2.2638626085734255,16.94948124885559,-2.2646972811799406,22.47969675064087,-2.2654445307414397,24.212498903274536,-2.278743770321691,24.320922136306763,-2.2788662188336537,25.318261861801147,-2.2790814938185346,34.910255670547485,-2.296707027654694,39.31056451797485,-2.298243171480333,44.614030838012695,-2.2996567175353504,45.22262644767761,-2.3004507416996476,47.9056510925293,-2.300497886031613,48.16715359687805,-2.30054040927145,48.38818621635437,-2.300578764379066,49.61223340034485,-2.300582577180869,49.72684073448181,-2.300613359915202,61.581806659698486,-2.300653833153781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,10,2,2,40,5,10,176.23586797714233,-3.322702355421832,0.23981165885925293,-2.069699275654601,1.9543592929840088,-3.107188022689297,2.2962443828582764,-3.107188022689297,3.6844911575317383,-3.1103733382708985,5.049379348754883,-3.206875241642701,7.244943141937256,-3.2157535978286864,9.827758073806763,-3.2849438020899524,10.85720682144165,-3.2926678862296486,11.743923425674438,-3.2947218881306073,22.712189197540283,-3.2951816416509887,35.36197090148926,-3.2956384998315853,41.82626295089722,-3.3003158604691065,42.042219161987305,-3.3109850342203435,62.18525576591492,-3.317069434494615,63.879844665527344,-3.3207527288983285,68.92020392417908,-3.3210955316369346,74.15430212020874,-3.3216174846064694,79.4037880897522,-3.32234273824132,81.82935452461243,-3.3223997684472604,93.26236271858215,-3.3224788857541165,101.18097996711731,-3.3225171223040113,101.37344932556152,-3.322567545296978,104.0087456703186,-3.3225818683631134,116.01191663742065,-3.322649201467124,118.54941701889038,-3.3226817783068014,119.46690034866333,-3.322691751933509,122.73895120620728,-3.3226931227441687,127.6937108039856,-3.322702355421832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,10,2,2,40,5,10,55.06650233268738,-3.2878765843498807,0.3031930923461914,-2.6605730489042,0.9776473045349121,-2.957342358997075,1.1731946468353271,-2.957342358997075,3.2778842449188232,-3.175191280800184,6.395224571228027,-3.2401017786336164,7.87900185585022,-3.2690245126157644,10.611290454864502,-3.272505824593971,19.011598110198975,-3.278481816143508,19.123761653900146,-3.2809088008313214,20.610433101654053,-3.2818421829302458,21.237669706344604,-3.2818896550779715,23.111882209777832,-3.2826649394051906,23.24039602279663,-3.282829984811441,25.149996757507324,-3.283139872925365,25.29165029525757,-3.2833801492226278,25.538734436035156,-3.2873334329554527,37.5015594959259,-3.2873910513455877,37.966445446014404,-3.2874375022706865,38.346731424331665,-3.2876635197550463,38.639288902282715,-3.2878106276176378,39.464274168014526,-3.287843382450181,47.45511269569397,-3.2878450783274706,51.74675488471985,-3.2878765843498807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,10,2,2,40,5,10,185.37883114814758,-2.2815958276477173,0.3163630962371826,-1.456206548987622,0.5415382385253906,-1.8784672199096253,1.8729956150054932,-1.8784672199096253,2.9081246852874756,-1.902108101980482,3.387495279312134,-2.011278465536268,8.357661962509155,-2.1130071272987827,10.479325771331787,-2.16167328380432,12.784264326095581,-2.182249645743435,15.730790615081787,-2.1914180063549162,16.580997943878174,-2.2127668835639316,28.45734691619873,-2.220830499498022,29.93827486038208,-2.221017210249851,31.766414403915405,-2.2214800192952544,32.13278388977051,-2.2217061392310704,32.344088554382324,-2.231590997461074,58.96203327178955,-2.2736306637093486,60.71717429161072,-2.2759400777124115,60.87948703765869,-2.2782276695660197,80.59085440635681,-2.281382165938509,81.27966570854187,-2.2814695694709823,91.91005754470825,-2.2815308137035943,96.29137372970581,-2.2815573149398336,124.20869207382202,-2.281585149426116,137.2777922153473,-2.2815940041794733,159.7252218723297,-2.2815958276477173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,10,2,2,40,5,10,107.15433073043823,-3.043344903113983,0.2816762924194336,-2.4923230689177736,0.8070039749145508,-2.822188236892373,1.6365187168121338,-2.822188236892373,4.8266050815582275,-2.8787867898748094,11.24211049079895,-2.9184670883087858,12.159020900726318,-3.0208075339383322,15.846003770828247,-3.037477746442608,16.48471736907959,-3.0376291598518548,17.858171939849854,-3.0406397023840332,18.200282335281372,-3.041014578945555,20.64151668548584,-3.041430079589688,22.359296560287476,-3.0418906066084332,23.580049514770508,-3.042382170134829,70.96032691001892,-3.0423835484248896,83.56493496894836,-3.042390287591761,103.81284785270691,-3.043344903113983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10,2,2,40,5,10,107.62532138824463,-2.5515083858930816,0.31666111946105957,-1.9078989334594636,0.4473397731781006,-2.1184169922447005,0.9897303581237793,-2.1465951021543797,1.163198471069336,-2.1465951021543797,1.6717541217803955,-2.158212370940813,4.097819089889526,-2.3426421845036645,5.5533974170684814,-2.3616551865240614,8.282063961029053,-2.3628707860737888,16.302358388900757,-2.370932933156827,16.440850973129272,-2.37096789231984,16.71623158454895,-2.3709833233947877,17.840294361114502,-2.370984829133589,19.950336694717407,-2.490804726086693,30.63889193534851,-2.4910600199922657,31.459595203399658,-2.546942655087014,36.694599628448486,-2.5514220752200805,84.10325622558594,-2.5514547306092465,85.01478433609009,-2.551497819958153,88.88051223754883,-2.5515083858930816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,2,2,40,5,10,15.594796419143677,-2.300201981203291,0.4310574531555176,-1.874041222518835,1.3671090602874756,-1.9618836339361274,1.3671901226043701,-1.9618836339361274,3.300779342651367,-2.200966684731525,4.277949810028076,-2.2107379922725445,5.93412971496582,-2.263979332417018,7.274887561798096,-2.2671066305687857,7.88661527633667,-2.2840684322516167,8.100948810577393,-2.291903214652926,10.85297966003418,-2.2989858171511903,14.938778162002563,-2.300201981203291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
