inst,N,K_train,K_test,L_test,epsilon,T,final_time,final_obj,time_1,obj_1,time_2,obj_2,time_3,obj_3,time_4,obj_4,time_5,obj_5,time_6,obj_6,time_7,obj_7,time_8,obj_8,time_9,obj_9,time_10,obj_10,time_11,obj_11,time_12,obj_12,time_13,obj_13,time_14,obj_14,time_15,obj_15,time_16,obj_16,time_17,obj_17,time_18,obj_18,time_19,obj_19,time_20,obj_20,time_21,obj_21,time_22,obj_22,time_23,obj_23,time_24,obj_24,time_25,obj_25,time_26,obj_26,time_27,obj_27,time_28,obj_28,time_29,obj_29,time_30,obj_30,time_31,obj_31,time_32,obj_32
78,10,6,6,5,5,2,1800.0123360157013,-4.859629602579466,1.922682285308838,-2.947767985743642,2.602597951889038,-4.286842317606254,5.276568651199341,-4.286842317606254,9.481070280075073,-4.303281188275125,32.45918035507202,-4.52882448952126,73.0554096698761,-4.75702006578329,128.1576919555664,-4.7728574384867235,153.01289010047913,-4.790276937275213,240.31250667572021,-4.85835356509379,1795.3037431240082,-4.859629602579466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,10,6,6,5,5,2,1800.0685036182404,-2.856000523786988,1.0521001815795898,-2.1846137949531954,2.3807218074798584,-2.1846137949531954,4.659520864486694,-2.3558946477964766,6.7352988719940186,-2.488330306758559,8.200285911560059,-2.553008386158961,20.282129287719727,-2.5565534951218423,20.7386417388916,-2.573243411937796,21.416898250579834,-2.6765789359134446,36.946155071258545,-2.7715824512078977,174.44718861579895,-2.778094822864765,340.2579529285431,-2.7788911444649784,434.1949541568756,-2.8116370043161067,894.5834901332855,-2.846367437662559,1272.1264679431915,-2.856000523786988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,10,6,6,5,5,2,1800.4258122444153,-4.020891294253554,1.488149642944336,-3.232513036569993,3.7971315383911133,-3.347864798139695,3.797267436981201,-3.347864798139695,7.54119873046875,-3.4668743700434987,23.45715880393982,-3.5339445580787596,24.755208253860474,-3.613000344199521,51.73161554336548,-3.6685658525225966,57.52392506599426,-3.697176800952177,69.2943046092987,-3.73513743077901,117.46502161026001,-3.755199850394834,139.26337480545044,-3.8796902808996685,188.13357639312744,-3.882893319445205,301.1857352256775,-3.884505275474903,500.75212693214417,-3.911277390633379,537.7908909320831,-3.949101473950629,580.1279199123383,-4.020891294253554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,10,6,6,5,5,2,1800.1043655872345,-3.018759393431667,1.7260255813598633,-1.7478822151221862,4.461345911026001,-2.192357034982638,5.377939939498901,-2.192357034982638,7.5338828563690186,-2.3658867974742175,11.239198446273804,-2.6604870186536864,20.04325270652771,-2.6719993749281996,28.170714139938354,-2.702817394009578,52.22749209403992,-2.721257981670936,54.2752799987793,-2.7980521892377266,99.31176376342773,-2.836254604257584,105.95214462280273,-2.8967327020704636,127.13517832756042,-2.9142068760564532,134.36353278160095,-2.9767750109454223,411.9993734359741,-2.995485032224321,593.6175503730774,-2.9982381195594194,879.7093758583069,-3.000853360438077,894.7539765834808,-3.0010772824136307,1487.7358708381653,-3.0105368761478677,1585.6409077644348,-3.018759393431667,,,,,,,,,,,,,,,,,,,,,,,,,,
82,10,6,6,5,5,2,1800.1078944206238,-2.8723652004591282,1.460252046585083,-2.2742686791341686,3.732020139694214,-2.7356631525399218,4.282323122024536,-2.7356631525399218,44.183786392211914,-2.808069957913482,177.00882196426392,-2.8628849151398956,1189.2364382743835,-2.8661127755690283,1485.8004775047302,-2.8723652004591282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,10,6,6,5,5,2,1800.0182819366455,-3.422610915964392,1.8335776329040527,-2.4072547758314027,3.8787567615509033,-2.721835455296323,4.294215202331543,-2.721835455296323,6.535250425338745,-2.7914303280573383,14.644253253936768,-2.910093506359944,22.73607850074768,-2.919163090667353,23.254618644714355,-2.9786863244352912,23.583559274673462,-3.0026841475884334,52.910362243652344,-3.0951400763804005,100.11505556106567,-3.100522002938338,133.12099313735962,-3.146575305538697,177.394700050354,-3.2387837810461506,330.80429792404175,-3.251997329621037,341.68318128585815,-3.3764252813603686,1525.357212305069,-3.422610915964392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,10,6,6,5,5,2,1800.0677082538605,-3.202505531412534,1.8288016319274902,-1.5137007659360295,2.7943460941314697,-1.567896031300737,3.2969980239868164,-2.290364746040968,3.7837162017822266,-2.682405165828084,4.945023775100708,-2.682405165828084,14.269293308258057,-2.7865027191687184,17.175166845321655,-2.954840387257549,74.95856356620789,-2.960516780116523,126.32567358016968,-3.0364282807122382,152.90293097496033,-3.047164553075058,198.98651766777039,-3.0526391490524265,233.9704236984253,-3.0775501974467656,254.68566513061523,-3.1108429202607484,269.66157579421997,-3.15849309752349,1356.2041590213776,-3.16933727457354,1616.465936422348,-3.202505531412534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,10,6,6,5,5,2,1800.1062607765198,-3.262077108402228,1.8281776905059814,-2.666132121320711,2.589700937271118,-2.6719682417789006,4.8820154666900635,-2.8465346494639165,4.882176637649536,-2.8465346494639165,12.464946508407593,-2.9022242350796863,17.268551111221313,-2.9130618792669036,32.364601612091064,-3.0530999380367287,49.86283326148987,-3.0751684472886778,107.52794170379639,-3.1027289867954946,205.6568145751953,-3.123075286519187,413.78345346450806,-3.131815677447096,617.6993396282196,-3.1527981070310043,699.5553133487701,-3.231120774402813,1338.1116774082184,-3.262077108402228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,10,6,6,5,5,2,1800.1074471473694,-3.9938563489755308,1.0599474906921387,-2.2128136616059195,1.8133549690246582,-2.8074459847823374,2.1407461166381836,-2.8428166296860735,2.8410098552703857,-2.8428166296860735,4.353688716888428,-3.0254852184709584,6.367341041564941,-3.5585165006685675,23.09983253479004,-3.5839484283025502,23.54454731941223,-3.6203707917774572,30.992046117782593,-3.685501817080732,74.07923483848572,-3.8340901699126406,167.57304215431213,-3.8749528261035837,261.59389328956604,-3.9049905702219974,288.1339201927185,-3.9938563489755308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,10,6,6,5,5,2,1800.0659708976746,-3.1222470750121185,1.5752968788146973,-2.0368740282683566,3.855778694152832,-2.182175005233983,4.200401782989502,-2.334191311869849,4.200570583343506,-2.334191311869849,5.646559238433838,-2.771555567673823,8.267444133758545,-2.9190635041476396,18.199478149414062,-2.932454870061171,21.743451595306396,-2.938289547689979,26.423442602157593,-2.954752189855423,42.362825870513916,-3.0823566382602134,100.28238940238953,-3.100291690114147,160.66339254379272,-3.1091175501913852,324.99059224128723,-3.113695759021522,1738.0355656147003,-3.1222470750121185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,10,6,6,5,5,2,1800.022346496582,-4.037652171051654,1.813736915588379,-3.3909390774654598,4.349852800369263,-3.3909390774654598,11.471717834472656,-3.7306444866431123,15.466453790664673,-3.8187346223436567,60.305657148361206,-3.8714167025745856,231.65961718559265,-3.9435633943072457,835.0645291805267,-4.037652171051654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,10,6,6,5,5,2,1800.0639159679413,-3.957887898578748,2.0769309997558594,-2.2355265676174674,5.35254168510437,-3.1101608981823468,6.768008708953857,-3.3127439770640876,6.768165111541748,-3.3127439770640876,12.529300451278687,-3.4658346630973127,17.333144664764404,-3.7046368913388346,21.722861766815186,-3.7424689341082558,27.645650625228882,-3.755143678230807,41.13485789299011,-3.7679303389176537,114.43143439292908,-3.7955470590080975,123.54180574417114,-3.8343659079853176,131.32117199897766,-3.902881243368133,317.6484897136688,-3.904429867352115,375.6196370124817,-3.9122549096936687,537.5266032218933,-3.9520288065273266,769.1153128147125,-3.957887898578748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,10,6,6,5,5,2,1800.060825586319,-4.414015421837107,1.3032505512237549,-3.4279104304253165,4.284046173095703,-3.514756455416307,4.284181594848633,-3.514756455416307,19.581056356430054,-3.7780897710371466,22.496942043304443,-3.901999588922081,24.06284999847412,-4.0733102111783115,37.03141212463379,-4.204537080046848,41.47999835014343,-4.298259596190545,57.581162452697754,-4.399626321608174,463.17225551605225,-4.409542831054305,652.3119151592255,-4.4110934274220615,1127.7452816963196,-4.414015421837107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,10,6,6,5,5,2,1800.1052148342133,-3.237772098286733,1.1865909099578857,-1.8195446975252487,2.0223565101623535,-2.5880772762446194,3.437581777572632,-2.6602458553095225,3.4377243518829346,-2.6602458553095225,7.743168115615845,-2.7381468800400337,10.730238199234009,-2.8038296938104277,13.622479915618896,-2.8184295412096807,13.830219507217407,-2.864105464492426,13.91000247001648,-2.879492024711486,16.05066728591919,-2.9930555681444857,46.46777153015137,-3.025079385380644,52.70231366157532,-3.0260672750581694,61.60971283912659,-3.1162934002651266,282.66375494003296,-3.186102074650651,291.6392002105713,-3.2252732270378233,757.163195848465,-3.237772098286733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,10,6,6,5,5,2,1800.0735008716583,-2.445559506540166,1.9380273818969727,-1.2018466136257002,2.819802761077881,-1.9997334873650923,4.225140333175659,-1.9997334873650923,5.832629680633545,-2.1884317414184458,15.759678602218628,-2.2957305849047254,43.03143382072449,-2.380731531269025,257.6918659210205,-2.3852162091363605,405.4017901420593,-2.389221133799943,466.9094798564911,-2.4160156934065684,574.5112071037292,-2.4258146772199205,810.6193170547485,-2.445094376177383,1636.5292856693268,-2.445559506540166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,10,6,6,5,5,2,1800.1112887859344,-2.7667499662272808,1.011357069015503,-2.2821570452818745,2.2925918102264404,-2.2821570452818745,5.200823068618774,-2.2896006954107277,7.325289011001587,-2.3886594926809375,9.478203296661377,-2.427923313278017,12.055471420288086,-2.439999970490088,13.765071392059326,-2.6579692880396033,14.382522106170654,-2.744722108501863,276.03826785087585,-2.744735799044443,504.72988843917847,-2.7588363508495655,543.7910137176514,-2.7596258105335383,704.5655755996704,-2.7621050255029873,1050.2690148353577,-2.7623565231289966,1070.159238576889,-2.7657654756161327,1733.3045599460602,-2.7667499662272808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,10,6,6,5,5,2,1800.0270352363586,-3.3788693853665492,1.3811907768249512,-2.689016358002238,5.357893705368042,-2.722294087550165,5.3580310344696045,-2.722294087550165,8.634281158447266,-2.72253770856222,10.773521900177002,-2.7634975851832855,18.188336610794067,-2.9270262381628678,22.114707231521606,-2.9586520168201025,22.83833122253418,-3.0015924217890877,26.726746559143066,-3.013592421878429,31.149863243103027,-3.0257895272240023,41.43156313896179,-3.0622150606960905,73.86019515991211,-3.1077397801838793,88.44741010665894,-3.1485797822755837,160.96654105186462,-3.159912997769928,260.9115698337555,-3.211895621806283,406.16054463386536,-3.2416128177229475,535.7629427909851,-3.25607361668081,671.6634612083435,-3.33030322784025,806.2164237499237,-3.3501541030182387,1164.707200050354,-3.357679486838215,1321.4782428741455,-3.376813236274858,1595.9362523555756,-3.3788693853665492,,,,,,,,,,,,,,,,,,,,
95,10,6,6,5,5,2,1800.035001039505,-3.3322739398922976,1.378596305847168,-1.5521430645765246,1.7163379192352295,-2.585942794983901,3.6087276935577393,-2.8203624110677192,3.608905076980591,-2.8203624110677192,14.094507932662964,-2.859346120776331,14.227272748947144,-2.8758503937960995,19.45025610923767,-2.9795304922563357,28.27349877357483,-2.989501338942322,31.299245357513428,-2.9961630309557914,48.332489252090454,-3.049511456515101,49.13821578025818,-3.083146313563755,54.05630707740784,-3.156278859347392,211.12016797065735,-3.22773710814198,934.4544515609741,-3.3322739398922976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,10,6,6,5,5,2,1800.035498380661,-3.3606732647742414,1.2935540676116943,-2.3872451538285238,3.784184455871582,-2.4411353326759486,4.195534706115723,-2.632186049798607,4.419528245925903,-2.632186049798607,4.895649433135986,-2.93407312019742,8.125122308731079,-3.0534687726186385,11.824057579040527,-3.134006463775255,50.299076795578,-3.1909645881566404,88.20776557922363,-3.195343846775975,103.39593148231506,-3.22976574381476,170.15792226791382,-3.231736368131215,185.8651397228241,-3.2449772338506317,226.238676071167,-3.286585046641402,309.8322958946228,-3.323077796184626,608.7316675186157,-3.3236698274484158,741.0658147335052,-3.3606732647742414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,10,6,6,5,5,2,1800.0870769023895,-2.845197750574029,1.7718231678009033,-1.3913154246092918,2.4307470321655273,-2.427133614865766,4.184646844863892,-2.427133614865766,18.987794637680054,-2.5062032087485857,28.18440294265747,-2.507843503656021,40.653048276901245,-2.531605013375163,43.79940938949585,-2.601141885027155,50.29669117927551,-2.6480800308449486,58.401551961898804,-2.7027597063811375,182.97674012184143,-2.7540226731190875,188.09965443611145,-2.779643375840563,608.5112817287445,-2.7854103029333412,826.9768531322479,-2.845197750574029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,10,6,6,5,5,2,1800.0575847625732,-3.2381832513361686,1.576995611190796,-1.9676185241074562,1.8417909145355225,-2.1481762680644336,2.5908498764038086,-2.4711020832312336,3.347032308578491,-2.4711020832312336,4.415037631988525,-2.771099401057882,7.483919382095337,-2.842549570377061,16.670324325561523,-2.9690265648344503,57.75061321258545,-3.032157674285372,108.9587516784668,-3.0485534768191194,142.60106325149536,-3.0979589810440196,215.8122751712799,-3.106418463635474,509.50589203834534,-3.1081238210473505,589.8732521533966,-3.1101111061897115,644.6723551750183,-3.149255329779504,677.2977449893951,-3.2381832513361686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,10,6,6,5,5,2,1800.094759464264,-2.5684287255077183,0.9976584911346436,-1.2267668155741307,2.3318443298339844,-2.188395249251323,4.180598735809326,-2.188395249251323,7.794386386871338,-2.206629148488372,10.143766164779663,-2.2106097714140236,14.389053583145142,-2.2163165777707765,16.516788482666016,-2.2399600048832355,17.84544324874878,-2.2653572727503266,18.894677877426147,-2.301652557952337,38.78098201751709,-2.3871752483538957,69.36599802970886,-2.489621024055889,666.5567307472229,-2.506812347914431,830.9771525859833,-2.509591720358949,835.9065454006195,-2.522481691007771,917.4233069419861,-2.5622960978887934,1522.2435886859894,-2.5684287255077183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,10,6,6,5,5,2,1800.059401512146,-3.3712133965014757,1.7151515483856201,-1.817801291103507,2.0799672603607178,-2.710800939564532,3.3291842937469482,-2.8668305615203105,4.138147592544556,-2.8668305615203105,9.38432002067566,-2.9398636486431227,9.878053903579712,-2.97218991639905,14.059804201126099,-3.1030280963243575,18.147578239440918,-3.1219879515654494,27.213530778884888,-3.2421893782608406,56.05901527404785,-3.268665412431371,58.07687067985535,-3.272245004949019,102.26478600502014,-3.3109888812336035,476.288161277771,-3.3289288066627996,809.6888587474823,-3.3516917600990994,847.5217976570129,-3.3712133965014757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10,6,6,5,20,2,1800.010140657425,-2.6649642168575056,0.9699575901031494,-1.4779707104226272,1.43721604347229,-1.946808336952732,2.6732168197631836,-2.161460111834168,2.6732938289642334,-2.161460111834168,9.32351541519165,-2.268366875524857,19.86659598350525,-2.308033220846878,27.5560941696167,-2.3523016794087606,34.901559829711914,-2.416629642422037,48.33871603012085,-2.491618679662272,69.50960969924927,-2.5689086922058233,147.64080786705017,-2.5691966349244857,160.60672688484192,-2.578482008811984,355.12490153312683,-2.6303867050747636,367.9938545227051,-2.63707584139481,807.4339380264282,-2.6420444845115916,1283.3310747146606,-2.6649642168575056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,10,6,6,5,20,2,1800.1863114833832,-3.5403699900117322,0.8975396156311035,-1.6750478260883537,1.7758996486663818,-2.567063327541152,3.6177594661712646,-2.567063327541152,5.752557039260864,-2.6703098750943783,6.0254065990448,-2.6831217712762188,7.06440544128418,-2.7970768261057244,12.573430061340332,-2.870939473794352,17.181437969207764,-3.1496510953936494,19.245595455169678,-3.157445859645701,21.68185305595398,-3.198045898069716,42.29306721687317,-3.2496344711287457,66.38352537155151,-3.361550337741524,94.97752332687378,-3.408308164559417,97.67897295951843,-3.428021654445772,159.26743912696838,-3.4423226232685358,289.6582441329956,-3.4441957996668764,462.6556553840637,-3.464877545556647,481.4870491027832,-3.527925322459683,1722.1942963600159,-3.5403699900117322,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,6,6,5,20,2,1800.0845739841461,-3.9993179493883275,1.143949270248413,-2.6980262171114617,3.405184268951416,-2.939686764793062,3.8637399673461914,-2.939686764793062,8.968799829483032,-2.953839872012579,9.349018096923828,-2.9703880937573404,10.618839263916016,-3.315861864362793,11.326645612716675,-3.3671321131907126,13.696353912353516,-3.7238893662855,35.919692277908325,-3.7340827344855443,59.18131899833679,-3.7745109383135818,75.50060820579529,-3.7992007708926976,156.32746481895447,-3.865919087231286,598.9617395401001,-3.8961456496402462,1317.9340147972107,-3.9993179493883275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10,6,6,5,20,2,1800.138732433319,-2.9064515413177996,0.8928852081298828,-2.3673454420255733,2.637528419494629,-2.504998342520042,4.4824464321136475,-2.504998342520042,17.268069744110107,-2.526794730751664,21.754239797592163,-2.5760587918756084,48.40586733818054,-2.684406887049015,54.07400846481323,-2.7170025571004914,85.38055038452148,-2.719179699709261,102.74611806869507,-2.7279382162155774,124.40136075019836,-2.7394542146194434,131.40799069404602,-2.7414243019731384,132.43303680419922,-2.771500262437919,150.4690923690796,-2.7776472237718197,154.5778088569641,-2.781983135382381,187.72231364250183,-2.791621071903904,189.24227285385132,-2.829432525934116,270.7301197052002,-2.848758496117704,617.3949053287506,-2.8738401769227546,1126.5967185497284,-2.881306231650308,1510.873323917389,-2.895179968531776,1782.724479675293,-2.9064515413177996,,,,,,,,,,,,,,,,,,,,,,
5,10,6,6,5,20,2,1800.1647670269012,-4.253295460709743,1.9953546524047852,-3.3456940009823244,5.349290370941162,-3.609304971826744,5.349365949630737,-3.609304971826744,8.243507146835327,-3.885525814868076,17.285600185394287,-3.9437491222664813,44.77479910850525,-4.024996620468395,104.63177871704102,-4.027080438127772,108.64872145652771,-4.079799409442987,231.13496828079224,-4.18069829373968,345.35363364219666,-4.1986616822948015,718.2610237598419,-4.221700202533593,1072.3458459377289,-4.253295460709743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,10,6,6,5,20,2,1800.0739698410034,-4.251667628686762,2.1320111751556396,-2.338664050647694,3.109032392501831,-2.4765368756645754,4.742616415023804,-2.4765368756645754,5.123479127883911,-2.5828077179246973,5.430948495864868,-2.8544693193636492,5.615480661392212,-3.079981238276207,6.591519355773926,-3.47401362853898,6.782055854797363,-3.74679786370953,29.380597829818726,-3.8168724235510827,31.336694717407227,-3.9685203451749005,69.05751323699951,-4.037004368212211,79.21305751800537,-4.050797073178004,87.29727816581726,-4.064758163301221,216.61996579170227,-4.129359595945582,363.1572949886322,-4.239784490501227,1110.2192056179047,-4.251667628686762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,10,6,6,5,20,2,1800.1653356552124,-2.9771733275966135,0.9303839206695557,-1.689103000578285,1.3818857669830322,-2.0778107805841564,3.7047157287597656,-2.307629886873617,4.552602529525757,-2.307629886873617,11.128320693969727,-2.5619040955109584,17.9126238822937,-2.56852727215755,24.73155903816223,-2.6570641459306383,63.664470195770264,-2.692436144931234,83.48405647277832,-2.719284582330968,129.79914474487305,-2.7849791187625117,158.70384621620178,-2.7889891758246756,182.38141775131226,-2.8142887425948815,185.80357766151428,-2.814895668974415,242.5750391483307,-2.8341978620833888,436.13460540771484,-2.85728692146815,597.0980293750763,-2.918759235158874,1119.646066904068,-2.932744540471048,1407.7951364517212,-2.9394320722091996,1662.3614029884338,-2.9771733275966135,,,,,,,,,,,,,,,,,,,,,,,,,,
8,10,6,6,5,20,2,1800.121812582016,-3.935063617752897,1.1927101612091064,-2.5626072758391323,2.00894832611084,-3.2837903128781156,3.8652093410491943,-3.2837903128781156,4.596877098083496,-3.538253790190893,10.937616109848022,-3.5849406373848822,36.025179862976074,-3.6601933155321946,37.659428358078,-3.724997660059288,66.41353797912598,-3.7282059227640048,68.91420674324036,-3.796114243266783,112.36423540115356,-3.803551557183372,119.6227478981018,-3.840501353038869,228.11354541778564,-3.862319171027296,308.3216950893402,-3.890666623877701,476.7236063480377,-3.9216726316454804,1053.6539220809937,-3.935063617752897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10,6,6,5,20,2,1800.0840673446655,-3.3375245547376764,1.2109127044677734,-2.311230024121659,2.099510669708252,-2.6020234301646608,2.827169418334961,-2.6020234301646608,3.5071182250976562,-2.716332001493813,6.291479587554932,-2.885820125754039,8.092194080352783,-2.9806024202111945,27.82991909980774,-2.991381766764345,62.603734493255615,-3.0431087248993105,70.98949670791626,-3.069976893878204,85.70162296295166,-3.1034911430708907,131.83952450752258,-3.1467192914146245,191.8888168334961,-3.175523980772791,220.8515260219574,-3.1804349712320295,231.08564829826355,-3.2051422594937056,415.273442029953,-3.2081342128906782,463.61979818344116,-3.238156849866836,518.5318238735199,-3.2939010958408135,1015.8035197257996,-3.2977052924159524,1431.104823589325,-3.3080880330507703,1742.9145097732544,-3.3375245547376764,,,,,,,,,,,,,,,,,,,,,,,,
10,10,6,6,5,20,2,1800.0695395469666,-2.889439489145231,0.8724696636199951,-2.4175628097945037,1.7189505100250244,-2.498956312987768,2.8061838150024414,-2.498956312987768,6.4494733810424805,-2.6334301308534913,10.659288167953491,-2.634603461277331,28.092845916748047,-2.659395474913245,38.51031136512756,-2.6861863538228983,84.33094716072083,-2.746955989036007,168.80844688415527,-2.747944057357451,182.1893560886383,-2.754744409698451,186.621248960495,-2.818019866202111,191.60774064064026,-2.823809499111868,318.6276526451111,-2.8243226277398388,574.6415119171143,-2.8643126080723236,902.1815333366394,-2.879879597829875,1570.5324223041534,-2.889439489145231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,10,6,6,5,20,2,1800.1287624835968,-3.0173961764219084,0.9524340629577637,-1.788133408928997,1.734029769897461,-2.138262167571563,2.4300429821014404,-2.2235681106435163,3.3419783115386963,-2.2235681106435163,5.029080867767334,-2.3116755004801885,6.969552516937256,-2.369731264361636,7.131839752197266,-2.3930273931951866,7.834942102432251,-2.7597549989433996,17.239941835403442,-2.8030102524082285,33.89274573326111,-2.8415621148029535,55.83363389968872,-2.9175203580731286,80.42229199409485,-2.925414862966429,265.8044548034668,-2.9838123904856255,659.3193604946136,-3.0173961764219084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,10,6,6,5,20,2,1800.0985457897186,-3.6519920939025226,1.050313949584961,-1.9518630862369588,2.4961695671081543,-2.2041024906298063,2.7653613090515137,-2.276570962916996,2.7654383182525635,-2.276570962916996,4.088649272918701,-2.441787425010087,4.405200004577637,-2.7789580021278804,5.881683111190796,-2.885469160635441,7.306864261627197,-3.4394183227174318,91.50422406196594,-3.455313755866404,221.36983799934387,-3.470963211775271,370.6681981086731,-3.525258649985084,398.30877590179443,-3.5468506356385725,463.49729180336,-3.584123971918917,502.7404432296753,-3.6050022581647676,1124.3775038719177,-3.6519920939025226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,10,6,6,5,20,2,1800.0112750530243,-3.4864483726752047,0.9890069961547852,-2.327204834236118,1.3934812545776367,-2.9571426994497454,2.0937507152557373,-3.0629559554609913,3.05907940864563,-3.0629559554609913,7.401784658432007,-3.0698333067589383,14.459267139434814,-3.1121992597603376,14.763839960098267,-3.156612488910255,16.30601692199707,-3.366858963237611,111.55352783203125,-3.3670760926740506,148.58544635772705,-3.4864483726752047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,10,6,6,5,20,2,1800.0862445831299,-2.5915881422817515,1.0649826526641846,-2.011273502155975,1.758842945098877,-2.0368339545824607,3.5993409156799316,-2.0368339545824607,5.556279182434082,-2.331066017132807,8.264799118041992,-2.396457903459741,11.084066152572632,-2.493899556227759,35.46188759803772,-2.5198303980861176,276.465701341629,-2.5508783123787016,357.92583084106445,-2.571746218912093,648.1697680950165,-2.5915881422817515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,10,6,6,5,20,2,1800.5888304710388,-4.161962588260587,1.3805553913116455,-2.0541878513901914,1.829530954360962,-3.172008512360347,2.483985424041748,-3.316525918686195,3.8090555667877197,-3.316525918686195,5.48781156539917,-3.45287228497931,7.315383434295654,-3.695166766849336,11.923861980438232,-3.75874256595839,19.71677589416504,-3.9302935114313,20.58324933052063,-3.9427560094558043,52.30690836906433,-3.9630078835459295,219.80301904678345,-4.010277278536552,270.1377556324005,-4.019421361252546,305.98172664642334,-4.060907189531507,697.7484228610992,-4.128772063761712,1127.9820728302002,-4.161962588260587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,10,6,6,5,20,2,1800.0770201683044,-3.8499490893484656,1.3762612342834473,-2.3687875277097876,3.0502755641937256,-2.566169951930118,3.5542843341827393,-2.781526963989251,3.554365873336792,-2.781526963989251,5.239576816558838,-3.596969392710011,29.34272813796997,-3.612531977463974,41.27054953575134,-3.676907410773587,59.22953271865845,-3.7819674557879255,143.95428705215454,-3.827924758513133,950.8013501167297,-3.8499490893484656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,10,6,6,5,20,2,1800.3015885353088,-3.0254912330331516,1.1914362907409668,-2.2042411815459926,1.553680419921875,-2.251098177678778,3.6673991680145264,-2.251098177678778,5.33729362487793,-2.611447269746882,10.46550726890564,-2.6605467743827718,14.813998460769653,-2.695107443511085,20.593600749969482,-2.6963548001812936,24.650627851486206,-2.747775302984105,47.5306978225708,-2.7586150389522213,50.03760480880737,-2.827744352134462,107.07578229904175,-2.8344346704769263,174.07522463798523,-2.8445433926454027,246.0615861415863,-2.8452425814215956,288.2824194431305,-2.965339521825589,1091.5626351833344,-3.0254912330331516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,10,6,6,5,20,2,1800.2355453968048,-3.7042145996936733,1.6870830059051514,-2.735698157235437,2.185792922973633,-3.1899315457628417,4.0399250984191895,-3.1899315457628417,5.439610719680786,-3.241959861646051,14.867510318756104,-3.2612757803041896,17.886617183685303,-3.3315376820921405,26.690677642822266,-3.403554710975173,33.776840686798096,-3.45329402399968,38.586493492126465,-3.4848555839355577,41.938746213912964,-3.487695957016232,89.46376991271973,-3.5283301050675533,95.12002539634705,-3.5304045024971566,96.67849707603455,-3.6077217755144013,354.79783749580383,-3.654489363150469,1233.1813099384308,-3.654547681180915,1321.711590051651,-3.7042145996936733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
