inst,N,K_train,K_test,L_test,epsilon,T,final_time,final_obj,time_1,obj_1,time_2,obj_2,time_3,obj_3,time_4,obj_4,time_5,obj_5,time_6,obj_6,time_7,obj_7,time_8,obj_8,time_9,obj_9,time_10,obj_10,time_11,obj_11,time_12,obj_12,time_13,obj_13,time_14,obj_14,time_15,obj_15,time_16,obj_16,time_17,obj_17,time_18,obj_18,time_19,obj_19,time_20,obj_20,time_21,obj_21,time_22,obj_22,time_23,obj_23,time_24,obj_24,time_25,obj_25,time_26,obj_26,time_27,obj_27,time_28,obj_28,time_29,obj_29,time_30,obj_30,time_31,obj_31,time_32,obj_32,time_33,obj_33,time_34,obj_34,time_35,obj_35,time_36,obj_36,time_37,obj_37,time_38,obj_38,time_39,obj_39,time_40,obj_40,time_41,obj_41,time_42,obj_42,time_43,obj_43,time_44,obj_44,time_45,obj_45,time_46,obj_46,time_47,obj_47,time_48,obj_48,time_49,obj_49,time_50,obj_50,time_51,obj_51,time_52,obj_52,time_53,obj_53,time_54,obj_54,time_55,obj_55,time_56,obj_56,time_57,obj_57,time_58,obj_58,time_59,obj_59,time_60,obj_60,time_61,obj_61,time_62,obj_62,time_63,obj_63,time_64,obj_64
31,10,3,3,40,5,10,1800.106636762619,-2.584929002293892,0.5913162231445312,-1.9491669052892162,1.47623610496521,-1.9491669052892162,3.7004239559173584,-2.2617616379848746,6.4362969398498535,-2.4103023559768655,36.12156820297241,-2.4279317471630284,37.200531244277954,-2.430019355177844,42.06501388549805,-2.434599774048144,44.479464054107666,-2.4714103576143915,98.31722164154053,-2.4745323012397513,113.36019849777222,-2.484227983062079,157.3900110721588,-2.5050924707881963,191.16622114181519,-2.505744201712868,299.8983066082001,-2.5245415195909424,306.95697808265686,-2.524577640182442,314.04180550575256,-2.524613630907877,369.27462434768677,-2.5343153089625736,474.19736790657043,-2.5451458911047093,495.0030517578125,-2.552776061142429,604.5443732738495,-2.5594973423090486,778.3524167537689,-2.578786448500166,874.2559144496918,-2.5797970161723294,1077.3600974082947,-2.582600513204991,1232.0770502090454,-2.583504985184824,1462.4877016544342,-2.584929002293892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,10,3,3,40,5,10,1800.0385870933533,-3.7581640360131887,0.7880804538726807,-1.9916719089086357,1.1168298721313477,-3.043716112261846,2.298069715499878,-3.171412930705539,3.7474172115325928,-3.171412930705539,6.11138916015625,-3.3981506411269167,7.5621984004974365,-3.401222704065127,8.612907409667969,-3.4697405811267985,23.247063398361206,-3.542320938333991,39.25471472740173,-3.565223857215663,43.940330505371094,-3.566268868201278,47.14199924468994,-3.566299909986549,48.66973042488098,-3.5667801211027044,49.74443793296814,-3.594503031633578,55.06961941719055,-3.605016567537213,61.709075927734375,-3.63711176358169,64.7228786945343,-3.65078514553304,91.47292852401733,-3.673814830587188,92.55236673355103,-3.6791550620968185,106.98556661605835,-3.680087776077553,131.1593370437622,-3.6918327171143894,132.4976224899292,-3.6919763790035853,138.0085563659668,-3.697252748898548,140.00741815567017,-3.7533809585463334,148.31731629371643,-3.7544643835863813,231.69994378089905,-3.7562426621808007,263.8665702342987,-3.7563818765862202,309.8792459964752,-3.756783045235325,334.0170738697052,-3.756927182303052,380.4948205947876,-3.7571933851439985,569.4017028808594,-3.757595773125786,1158.1346769332886,-3.7577553402307085,1602.7449314594269,-3.7580484198079986,1606.5324852466583,-3.7581640360131887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,10,3,3,40,5,10,1800.0533633232117,-2.918660909671208,2.6502487659454346,-2.672409666117314,5.701239585876465,-2.672409666117314,13.023195266723633,-2.855822512061481,71.58164238929749,-2.8758792820250205,109.04979372024536,-2.908721064329416,165.4633231163025,-2.9142357276774153,217.3131501674652,-2.9184401123171035,298.4517436027527,-2.918595090841234,384.1587166786194,-2.9186339849675633,489.73365354537964,-2.918660182590053,1768.761020898819,-2.918660909671208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,10,3,3,40,5,10,1157.343108177185,-3.5435971381725326,4.073766231536865,-1.9112405023474877,5.09330153465271,-3.0302294925183224,6.58952784538269,-3.0302294925183224,11.425971984863281,-3.057021662323505,12.31345820426941,-3.089284386513236,13.396568298339844,-3.140605582795429,14.967211961746216,-3.1907089116494634,23.901775360107422,-3.3664082305204763,25.676080465316772,-3.3704784295667203,29.70138645172119,-3.451873722853615,80.3049533367157,-3.462634268820403,85.09931254386902,-3.4717512304987017,88.69738006591797,-3.471811889247511,121.72251176834106,-3.496240396274287,124.35008597373962,-3.528750105992227,217.4723982810974,-3.5429394734600814,441.8969407081604,-3.5429906056874816,443.89829444885254,-3.543278671501054,464.15722489356995,-3.543306837907635,508.86439085006714,-3.543308769515167,510.0201678276062,-3.5435971381725326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,10,3,3,40,5,10,1800.0168359279633,-3.25164240107038,2.9350969791412354,-2.3687536557831113,3.2682971954345703,-2.413327483586577,4.142574310302734,-2.5646952673190677,4.91672945022583,-2.6209742762543997,4.916807413101196,-2.6209742762543997,7.893719911575317,-2.7849461255948498,10.428836107254028,-2.81873085874667,13.901955842971802,-2.8451257865853603,15.606691360473633,-2.894328518967978,34.97397971153259,-2.92588724140375,40.28139114379883,-2.955696223084549,49.291593074798584,-3.0066502932217274,50.74177098274231,-3.052801070654795,58.52796816825867,-3.1116108695131954,91.17937779426575,-3.1696028643151952,95.09707069396973,-3.1730155370364828,101.66980814933777,-3.18605650988276,135.3472068309784,-3.1914000266776648,146.5765416622162,-3.1998520299371904,164.91180396080017,-3.207595510318244,196.30981278419495,-3.229861604744939,331.20313930511475,-3.2384447493363133,335.455664396286,-3.2398680689009023,337.66334342956543,-3.2413947427094127,341.1712820529938,-3.2417294765462072,371.4274616241455,-3.243165478971389,412.1421000957489,-3.2486403901086645,452.1659564971924,-3.250158214441954,459.83039903640747,-3.2504644429474356,534.9106848239899,-3.2505140262691534,569.519376039505,-3.2506547188372457,631.3808364868164,-3.251049159618774,668.439923286438,-3.251600901462086,758.4971957206726,-3.2516338415907,1204.258722782135,-3.25164240107038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,10,3,3,40,5,10,1800.0098485946655,-2.4901288865509,1.9272332191467285,-1.3181642742943853,2.9769883155822754,-2.091579520832617,4.0544044971466064,-2.091579520832617,7.861600637435913,-2.1637098358421074,8.610516548156738,-2.240474126104873,23.862842798233032,-2.303191310906527,25.640577793121338,-2.305809739487915,27.976326942443848,-2.354502241918385,33.5490505695343,-2.4446556074300547,69.828622341156,-2.4476575743750826,82.49926328659058,-2.451654110532263,84.10125803947449,-2.4518963588118625,97.19315385818481,-2.453633705816229,115.99684762954712,-2.456216146218961,125.76190042495728,-2.467616631379462,139.9284725189209,-2.4701606712275876,150.30546116828918,-2.4718590248586345,154.60834741592407,-2.471999888939062,235.75503993034363,-2.4728905203646825,397.3643431663513,-2.473041702923808,405.56953620910645,-2.4747825575263507,429.6814465522766,-2.4767614698787197,490.9129812717438,-2.476898265304428,515.5957815647125,-2.479545926275642,778.9189307689667,-2.4798609695698763,790.4644567966461,-2.4802177029594734,953.39089012146,-2.4832046579835323,994.1340746879578,-2.4841044328893407,1128.0924122333527,-2.4847480806369204,1340.7906534671783,-2.484918184729884,1424.174488067627,-2.4850910896936385,1484.1765050888062,-2.485186239512256,1504.231324672699,-2.490113712170932,1699.4915359020233,-2.4901288865509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,10,3,3,40,5,10,1800.0175893306732,-2.6949289613665677,1.5030224323272705,-2.001240636250391,1.8208763599395752,-2.185631629395277,2.471816062927246,-2.2086280545390418,4.116057872772217,-2.2086280545390418,7.724013805389404,-2.260311222270557,8.14491891860962,-2.315362939462668,12.009017705917358,-2.3290721212622967,12.381510972976685,-2.342285545440028,15.40580129623413,-2.498787044516561,31.217528343200684,-2.521089440105138,40.29195594787598,-2.5553172166633513,54.607943058013916,-2.556211820035145,57.776559352874756,-2.5797736706965386,60.39778137207031,-2.6345995711179455,139.83166003227234,-2.636318466153386,144.8178517818451,-2.6379149057302005,240.78597259521484,-2.639042124213055,291.32073998451233,-2.6429621319561614,335.28277564048767,-2.6507128681884655,439.13391399383545,-2.655313933812118,513.0765714645386,-2.664430281397108,544.3551416397095,-2.66630439925273,560.044881105423,-2.669324695250805,590.1116819381714,-2.6741424434001897,703.8594019412994,-2.6794259421476627,840.955915927887,-2.6863407103015082,908.1124923229218,-2.686350527097526,966.5699646472931,-2.6927074463900733,1000.4355492591858,-2.693144982036044,1058.0874235630035,-2.6940081058393157,1064.7139301300049,-2.6941421152779106,1126.7089068889618,-2.694655886766384,1184.6991913318634,-2.69474660128138,1327.361032485962,-2.6947572228622927,1355.89875125885,-2.6949085003337365,1417.323694229126,-2.6949207022034636,1512.3471417427063,-2.694920897123889,1569.463003873825,-2.6949289613665677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,10,3,3,40,5,10,841.721860408783,-3.024956462112231,1.7207398414611816,-2.287694087291298,3.010591983795166,-2.404433205033787,3.0107173919677734,-2.404433205033787,5.217695474624634,-2.5845389692054606,6.147804260253906,-2.601401281372772,7.889851093292236,-2.708248129324639,15.44654893875122,-2.7118427598160735,15.997665643692017,-2.7566302842808246,28.707818508148193,-2.882344561327218,30.496609210968018,-2.8826064397279754,33.04881691932678,-2.885290786969189,34.09144973754883,-2.885617184271848,43.793621301651,-2.907592244976233,68.30859112739563,-2.9169112848115057,109.54617881774902,-2.9223120853281133,110.46343398094177,-2.9224122897840776,113.05273342132568,-2.922608495044893,114.40266156196594,-3.000595640656711,291.62810254096985,-3.0077225052297445,293.373361825943,-3.0089099569283095,295.47731280326843,-3.012074046139496,296.7096724510193,-3.012365832586036,328.48770093917847,-3.01244555775471,354.9949884414673,-3.013166867211509,359.08495473861694,-3.014676449079227,359.7769510746002,-3.0194222548295793,373.40943336486816,-3.0194300705811448,385.4620797634125,-3.0225898319952353,468.256041765213,-3.0232615532100295,497.3956446647644,-3.0237401318874872,497.76187777519226,-3.023755034762159,501.69310879707336,-3.0238095793222297,509.27846598625183,-3.024165349061919,515.7779850959778,-3.0241731547269106,519.1855027675629,-3.0243069112763683,533.0463712215424,-3.0243396288127187,537.0895037651062,-3.024356865043892,549.6580040454865,-3.02438116987482,556.6039912700653,-3.024792260195289,574.2871980667114,-3.0248195950940513,658.7050123214722,-3.0248382360476116,660.9536204338074,-3.0248664290832403,670.038898229599,-3.0249081349261577,701.9275469779968,-3.02492766184349,739.3038904666901,-3.024944141212474,806.9494209289551,-3.0249452623221997,834.4472410678864,-3.024954264151021,837.4814875125885,-3.024956462112231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,10,3,3,40,5,10,1800.0182013511658,-2.946458383721907,1.4960930347442627,-2.3228036975254773,2.148317575454712,-2.486654981287018,2.3952064514160156,-2.4899615780850466,3.106987714767456,-2.4899615780850466,5.560622453689575,-2.5484191514744254,5.614661455154419,-2.564280029618364,5.837586164474487,-2.5927190398872235,8.274195909500122,-2.7242640780570624,14.399806499481201,-2.732679112419264,22.192858457565308,-2.8550352619957096,43.294915437698364,-2.8786601582864537,63.77555012702942,-2.884867441019517,79.34500980377197,-2.8887872199331706,100.92017555236816,-2.8958416627658643,181.67953658103943,-2.898152518306529,209.6246771812439,-2.898731205790465,233.585711479187,-2.903462664155382,252.59027981758118,-2.9047747575020932,519.0622041225433,-2.9292933256818845,625.1851723194122,-2.9336567857352382,961.244012594223,-2.934985343423294,1219.8028538227081,-2.9384430668122685,1267.3574197292328,-2.94465274563765,1697.8308155536652,-2.946458383721907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,10,3,3,40,5,10,1800.001547574997,-3.2397759971654256,1.449681282043457,-2.3627263569028734,2.785782814025879,-2.6839908076223926,2.7858595848083496,-2.6839908076223926,5.738119125366211,-2.692284932322633,6.5628437995910645,-2.7620196924911338,8.209388017654419,-2.8196838994501436,12.435635328292847,-2.886873141952289,16.3800208568573,-2.8869159476545363,20.383030891418457,-2.8875310734227675,23.650465488433838,-2.990098870808764,31.681312799453735,-3.095613667063545,45.304813385009766,-3.1089446920640373,49.71329069137573,-3.1399051559551028,57.13368058204651,-3.1645424052073805,66.5444016456604,-3.177215633875097,76.03378629684448,-3.183079827461209,137.82604718208313,-3.1844251334320255,147.73841190338135,-3.187430009642888,164.26769828796387,-3.2063811279655043,169.64596700668335,-3.212683847721697,272.9200322628021,-3.2152646406927854,275.69616627693176,-3.218084528805944,312.7513110637665,-3.220981760397659,316.41657400131226,-3.233945432526251,325.4921922683716,-3.2397759971654256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,10,3,3,40,5,10,1800.0334973335266,-4.439985836073068,2.6910526752471924,-3.741529818814772,6.69433069229126,-3.807749889796588,7.464150428771973,-3.807749889796588,9.569089412689209,-4.196201100127615,24.378448724746704,-4.354046275712017,39.621387004852295,-4.3546213443115525,63.402031660079956,-4.380834851064342,294.0378384590149,-4.432355626885007,473.42008423805237,-4.4330853716053955,605.2212686538696,-4.433630622234681,699.4605972766876,-4.4337593359779435,1099.8741374015808,-4.434399831326885,1175.103622674942,-4.435165982675086,1720.4021563529968,-4.439985836073068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,10,3,3,40,5,10,1800.037094116211,-3.081354592613168,2.00657057762146,-1.696072293950989,3.0957083702087402,-2.592684648201521,5.2161643505096436,-2.592684648201521,7.524748802185059,-2.7069322530308706,11.310420751571655,-2.720742031110727,16.261879205703735,-2.7515494134400154,22.879226446151733,-2.7701065631972788,24.551371812820435,-2.7946516162405,30.83491039276123,-2.7961152782165737,60.43529772758484,-2.8810762102019285,94.15221548080444,-2.974648616384515,125.02532958984375,-2.980591886741313,126.28192830085754,-2.9811838667898236,135.7124786376953,-2.9820096684653956,137.35459923744202,-2.9824253286969813,139.7015027999878,-2.9826364412960147,140.26693654060364,-2.982639202011544,143.7419834136963,-3.0100041205733454,148.31392908096313,-3.0267447377472445,181.5059449672699,-3.061770130651196,224.143630027771,-3.07350068649051,473.8859188556671,-3.0769178283921232,476.93421936035156,-3.0771700047077113,482.64719343185425,-3.078069582261973,504.56276988983154,-3.0780927305700407,538.9916410446167,-3.0787416638504927,539.1770808696747,-3.0791572872715594,544.5241737365723,-3.0805963970615102,618.3197724819183,-3.081220573711343,777.5153179168701,-3.0812419755171607,830.9837005138397,-3.0812581471146965,891.5789816379547,-3.0812703666708,915.2798953056335,-3.0813491034122937,1557.6166932582855,-3.081354592613168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,10,3,3,40,5,10,1105.777177810669,-2.4973035670463215,1.9479494094848633,-1.9400217055488054,2.483999013900757,-2.0345610768132967,2.891947031021118,-2.1606198384339717,3.4973347187042236,-2.1606198384339717,6.419499635696411,-2.236301988736829,7.055556058883667,-2.236989513619605,7.323244333267212,-2.2422249102927214,78.78174901008606,-2.249854709439289,105.18842887878418,-2.2608060764742617,114.39497017860413,-2.2739451007017255,123.09339618682861,-2.3181214145746685,143.67568016052246,-2.33896642250332,176.49995684623718,-2.3417267231497663,182.0697000026703,-2.343539809298358,184.6610460281372,-2.363171367308293,226.07969784736633,-2.406390356873473,295.582435131073,-2.4485893448725813,406.7011983394623,-2.470083954662932,408.94390177726746,-2.470521151694991,469.1291995048523,-2.4726673955742706,479.2522625923157,-2.47274362919884,483.65224838256836,-2.473068443423223,485.8240511417389,-2.473670497194723,543.7658169269562,-2.4737265363092527,546.9281964302063,-2.474134073454121,583.0454931259155,-2.475085857148284,588.3165106773376,-2.47560506498397,591.2848048210144,-2.4758800605556655,609.0989949703217,-2.476049428764895,614.4079785346985,-2.4802201609152426,631.9586265087128,-2.4803858371089045,638.9815607070923,-2.4829565172612673,659.1470930576324,-2.4836292871570933,666.4360883235931,-2.4836442186537306,699.7201521396637,-2.494116184903086,707.6168630123138,-2.4942018890420603,716.1780290603638,-2.494393879745062,758.307977437973,-2.4947547601520954,789.6708469390869,-2.494976387890422,905.7000207901001,-2.4965851219944435,925.7682230472565,-2.4966087544729265,1013.3829555511475,-2.4966306330655623,1015.6496787071228,-2.4967431726737326,1034.713742017746,-2.4967964643726885,1041.1834151744843,-2.4972877049402196,1076.2825746536255,-2.4973035670463215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,10,3,3,40,5,10,322.08868193626404,-2.030467632815194,1.5082957744598389,-1.1130378666348235,1.6543998718261719,-1.412430849465264,2.0727875232696533,-1.6240889067575213,3.6777164936065674,-1.7069365814798274,3.8235654830932617,-1.7069365814798274,7.306411027908325,-1.8469334539530087,9.069020748138428,-1.8607468286947682,15.433252811431885,-1.943454567399066,32.25408887863159,-1.9668243118418118,41.56182909011841,-1.9734627312933897,43.45346999168396,-1.9789859264520129,46.98045468330383,-1.9826476420320802,64.26824688911438,-1.9883697762327743,79.50145888328552,-1.9900924164127134,83.90316247940063,-1.9981202503571456,100.57409143447876,-1.9987627335086389,102.1876175403595,-2.0059762244395127,106.69104647636414,-2.0149253468863226,108.25970101356506,-2.017692243567727,110.69014191627502,-2.021574140107244,136.98429584503174,-2.0247383041902878,146.20804572105408,-2.0282179851349684,174.65574955940247,-2.028698521177282,216.60658073425293,-2.028809965885577,242.32544374465942,-2.0302626122098815,254.73493719100952,-2.0302989897831925,258.44002985954285,-2.0303385181133238,266.49498081207275,-2.0303745590235986,267.0296730995178,-2.030407420194538,271.4854085445404,-2.030437382161293,315.1955494880676,-2.030467632815194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,10,3,3,40,5,10,439.4836251735687,-2.5941092530683734,2.523157835006714,-1.7202884925551232,3.051835060119629,-2.159742606939585,4.099322319030762,-2.159742606939585,7.143881559371948,-2.2855872740517595,8.370896100997925,-2.3200918567870668,9.993824005126953,-2.3328703548690957,17.909424543380737,-2.3515860778652717,24.38351082801819,-2.3833964151008113,32.19562816619873,-2.530023461150072,32.403048276901245,-2.5304401160680725,34.79578161239624,-2.5311255509610078,36.478689432144165,-2.531709456388689,39.14269256591797,-2.5430617159017475,46.751219272613525,-2.5637564237365833,48.10258984565735,-2.5814277642528034,59.37213110923767,-2.5831928824811663,96.99429726600647,-2.5920075799130533,103.64769959449768,-2.5931706153297935,113.0332293510437,-2.5936464274651,118.45533204078674,-2.5937642441966005,130.75363421440125,-2.593864742350274,399.76677083969116,-2.5939609434660977,415.46744894981384,-2.594037230394301,426.0285267829895,-2.5941092530683734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,10,3,3,40,5,10,402.0327298641205,-1.6863285603251525,2.0570878982543945,-1.4012118678627814,3.6296212673187256,-1.462420695496425,3.6296963691711426,-1.462420695496425,5.211800575256348,-1.4906370957171626,9.39940619468689,-1.4960429747021664,10.106949090957642,-1.540863821353665,11.625326871871948,-1.5717536952450037,12.42306661605835,-1.6274751846790558,21.55209255218506,-1.6298043095955015,24.58969736099243,-1.630508286443711,27.632911682128906,-1.631012941039944,32.131128787994385,-1.6314875625649563,35.056923151016235,-1.6315026676402284,38.17965245246887,-1.6315618801109473,39.16748380661011,-1.6315765672076101,39.59229850769043,-1.6724158447957178,72.05919480323792,-1.6761831063807062,128.67083406448364,-1.6765760379943837,151.5942144393921,-1.6772629580286824,164.91212487220764,-1.681050726930336,175.35080194473267,-1.683095958172715,178.40155339241028,-1.684839562436245,191.26609444618225,-1.6848789202977357,213.6136646270752,-1.6849144862845933,214.71620225906372,-1.684960429129586,216.40401077270508,-1.6853056671182978,220.3947389125824,-1.6854148446053066,222.0190453529358,-1.685424838785463,227.3739514350891,-1.6854896436254199,229.1886236667633,-1.6855249062396362,230.89219093322754,-1.6855582033850678,248.9375159740448,-1.6859283905474396,262.16992139816284,-1.685962759313282,268.80865931510925,-1.6860135187454983,271.6787459850311,-1.686042600938905,276.0597472190857,-1.6860679253467756,288.1641163825989,-1.6860871677212348,289.82677364349365,-1.686190304711989,301.9700539112091,-1.686233393283959,333.1326320171356,-1.6863285603251525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,10,3,3,40,5,10,1800.0166654586792,-2.978242529734253,1.5828883647918701,-2.396578376792794,2.247760534286499,-2.468583791301749,4.30927586555481,-2.522108361122241,4.4897332191467285,-2.522108361122241,7.359487295150757,-2.680351144464097,8.397695779800415,-2.6920046413748655,31.17019557952881,-2.7472541102911423,109.40470099449158,-2.8009499976146865,174.58580350875854,-2.8019561063063803,195.79865765571594,-2.8019627084022103,217.62174582481384,-2.8045798412394944,225.5165777206421,-2.805355234734612,263.90384221076965,-2.896928385075117,278.60883355140686,-2.941199493892234,311.48727464675903,-2.9428510425289307,355.1855869293213,-2.9456020876451343,416.5823287963867,-2.949969670089082,480.49488067626953,-2.9557106689093486,546.7130346298218,-2.9567648220068823,688.523797750473,-2.965961541019256,725.4963479042053,-2.9659684180359425,853.4776270389557,-2.971476396208644,952.7431070804596,-2.9718264810742325,1008.5798783302307,-2.9761472470368484,1016.4129521846771,-2.976462663479858,1169.6686902046204,-2.9774534954955048,1352.4046528339386,-2.9780476891737617,1575.8066453933716,-2.978242529734253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,10,3,3,40,5,10,1800.0449311733246,-3.7254139227144907,2.0378684997558594,-3.037907776211437,2.6279728412628174,-3.0891453416229533,4.128050327301025,-3.0901337170600054,5.3443121910095215,-3.0901337170600054,8.363636493682861,-3.1183865738254886,14.690551996231079,-3.12528355365435,14.94106650352478,-3.1270118277809726,15.050374507904053,-3.1325857611960317,16.139978885650635,-3.3192020300778386,28.81984305381775,-3.444875491617877,46.23299717903137,-3.5702206236566587,76.04514026641846,-3.5775502675924247,87.27217483520508,-3.6013483464819167,100.40154814720154,-3.6189010013686294,101.76220464706421,-3.6202829898086852,119.56417560577393,-3.6398453845941936,123.35220718383789,-3.6399084064449485,141.3544294834137,-3.658956880524761,160.34050822257996,-3.6607690131403143,248.87934947013855,-3.6775676640305544,257.36349511146545,-3.6804262632387914,340.30162715911865,-3.68088795707669,401.3534700870514,-3.680942635017784,426.98555541038513,-3.693645943660333,657.5536525249481,-3.7076122304342514,921.9547567367554,-3.7202317602577115,1025.4408276081085,-3.720434488160848,1242.7400143146515,-3.720556581582541,1258.178745508194,-3.7207242516488876,1668.635198354721,-3.72208121245225,1764.7949724197388,-3.7254139227144907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,10,3,3,40,5,10,1800.0308446884155,-2.6464398052298264,0.7238945960998535,-2.1823003197739306,3.8001456260681152,-2.1823003197739306,8.130607604980469,-2.2906048070020564,9.501498937606812,-2.314804763922456,13.21203064918518,-2.4728185190206697,20.513706922531128,-2.5042036240901333,37.49843454360962,-2.532981788981782,43.04636240005493,-2.540798016621837,44.170987367630005,-2.541215619896222,113.25340461730957,-2.558493571790454,129.5814392566681,-2.599471431961171,487.5632061958313,-2.6082081773799466,627.8071095943451,-2.608241027351537,682.1579113006592,-2.612268901815795,722.2070178985596,-2.645505375363442,910.8503365516663,-2.6464398052298264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,10,3,3,40,5,10,1800.0112414360046,-3.7200902515662233,0.6770784854888916,-2.928613147625017,2.37874436378479,-3.1446871274361587,4.524067163467407,-3.1446871274361587,7.147207498550415,-3.171648244122485,19.929272174835205,-3.188503255742843,22.82029128074646,-3.3480748882750992,33.07965397834778,-3.367623459157046,36.42733097076416,-3.3724943013858106,49.86189007759094,-3.4006756233757827,56.406535625457764,-3.401436524708101,56.52792930603027,-3.401451293538851,57.08250617980957,-3.4032742074539546,59.042970180511475,-3.4286959577915423,251.87288689613342,-3.435534314467738,307.8134813308716,-3.44279917689663,329.3682792186737,-3.520515017135085,331.4883372783661,-3.654139488561836,363.88558626174927,-3.6621109946026986,389.6958611011505,-3.6705306141041847,404.39650416374207,-3.6743656499119592,491.4103865623474,-3.683146673255734,551.1542558670044,-3.6834584843916436,557.5266170501709,-3.69184387794669,559.7446262836456,-3.692707853996611,647.831869840622,-3.6929254979505357,723.6226527690887,-3.693185580797599,734.8412837982178,-3.696964052257096,866.3863382339478,-3.7020479625466587,870.2668526172638,-3.7020972827126695,888.4853675365448,-3.702133606543307,1189.1688833236694,-3.709889432141436,1215.4478726387024,-3.7117992194753233,1217.9865169525146,-3.7123965194048387,1279.6168465614319,-3.7127419434110966,1280.818778038025,-3.7145168962680053,1635.591165304184,-3.7199859407936193,1757.1065957546234,-3.7200902515662233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,10,3,3,40,5,10,409.86126375198364,-3.0600722302663783,0.8765935897827148,-2.518680029525298,2.3056139945983887,-2.5714063972140675,2.6475284099578857,-2.5714063972140675,5.6497015953063965,-2.5875416306097256,7.218698024749756,-2.6528676066702155,10.453016519546509,-2.72713336273417,18.89840531349182,-2.7360673646589335,33.32870888710022,-2.820393055271268,61.721924781799316,-2.868065613632775,66.9404354095459,-2.884257722598307,76.61524939537048,-2.884389182368717,80.45262360572815,-2.8844696356904587,94.95151686668396,-2.930948281754951,101.4757170677185,-2.9535144729166856,111.39430594444275,-2.954275609636535,117.67430353164673,-2.9549649112992387,129.39439249038696,-3.0148806166562143,164.60488390922546,-3.030587050361463,213.84808087348938,-3.0312150625039056,214.74626874923706,-3.033684824642799,227.25369453430176,-3.035067032419728,235.36048674583435,-3.036991624751015,248.14816689491272,-3.0488054587764255,248.87947916984558,-3.051233130148977,279.2109591960907,-3.053027401348534,281.2604992389679,-3.053168366401544,286.6202218532562,-3.053511677258191,290.18760442733765,-3.053514126279744,292.4526994228363,-3.053758364275015,306.29154419898987,-3.0538423584555696,320.67549896240234,-3.056482047911465,331.65482926368713,-3.056739426951539,333.7001442909241,-3.0569999588792602,335.42103457450867,-3.0580893758685472,336.905389547348,-3.058131460675739,352.41508746147156,-3.0587709206065044,354.9369070529938,-3.0588484635937814,355.1019940376282,-3.058868866666341,378.6635375022888,-3.0588912895097224,379.55185317993164,-3.058915932068035,386.18722653388977,-3.059752812673219,387.5810902118683,-3.0597652032970206,388.9872360229492,-3.059981181951083,405.379497051239,-3.0600722302663783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
